,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status
0,0,1,2,0,0,2,877.7852224,56,57,1
1,1,3,0,0,0,-1,246.01276399999995,58,57,1
2,2,3,21,0,0,0,430.7369808,58,57,1
3,3,2,0,1,0,1,426.591556,57,58,1
4,4,0,2,1,0,3,403.45483920000004,56,58,1
5,5,2,1,1,0,4,416.33991680000014,57,58,1
6,6,2,2,1,0,-1,693.3533504000004,57,58,1
7,7,0,1,1,0,1,355.3752396,55,58,1
8,8,2,2,1,0,-1,420.9352568000001,57,58,1
9,9,3,27,0,0,1,409.4891072000001,58,57,1
10,10,0,3,1,0,0,507.2861155999999,57,58,1
11,11,0,2,1,0,-1,811.6085456000003,56,58,1
12,12,3,27,0,0,1,664.2411903999995,58,57,1
13,13,2,33,2,7,0,883.5056283999996,57,58,1
14,14,2,1,1,0,4,632.4455519999997,57,58,1
15,15,0,0,1,0,1,551.1927127999986,55,58,1
16,16,1,1,1,0,3,561.9443071999997,56,58,1
17,17,2,1,1,0,3,832.0900287999997,57,58,1
18,18,0,8,1,0,8,706.0569495999998,57,58,1
19,19,1,1,1,0,-1,1154.8168372000002,56,58,1
20,20,2,26,2,5,3,499.3876352000001,57,58,1
21,21,1,3,0,0,3,436.3091016000017,56,57,1
22,22,2,4,1,0,0,418.9289308,57,58,1
23,23,2,26,2,12,2,666.6604575999999,57,58,1
24,24,3,27,0,0,6,552.9265432,58,57,1
25,25,0,1,1,0,7,328.4846888000001,56,58,1
26,26,0,1,1,0,0,599.5180088000002,57,58,1
27,27,0,1,1,0,4,693.8958952000005,55,58,1
28,28,2,1,1,0,2,645.0677528000002,57,58,1
29,29,0,1,1,0,3,603.3284991999998,55,58,1
30,30,0,3,1,0,3,618.6598655999998,55,58,1
31,31,0,1,1,0,2,948.8784960000004,55,58,1
32,32,3,27,0,0,25,1161.1709164000001,58,57,1
33,33,0,3,1,0,3,384.96884000000017,55,58,1
34,34,1,1,1,0,9,530.9548131999998,56,58,1
35,35,2,1,1,0,1,541.12144,57,58,1
36,36,3,32,0,0,4,450.8794151999989,58,57,1
37,37,2,1,1,0,4,637.4625623999999,57,58,1
38,38,0,1,1,0,2,573.143314799999,57,58,1
