,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status
0,0,3,0,0,0,2,965.3379864,64,63,1
1,1,3,0,0,0,-1,328.3910583999999,64,63,1
2,2,0,0,1,0,0,489.98656480000005,61,64,1
3,3,0,0,1,0,1,488.5385184,63,64,1
4,4,0,2,1,0,3,485.95289599999995,62,64,1
5,5,2,1,1,0,4,479.98301280000027,63,64,1
6,6,0,1,1,0,-1,760.8995664000006,61,64,1
7,7,0,2,1,0,1,411.17506599999996,62,64,1
8,8,0,1,1,0,-1,470.18784960000016,61,64,1
9,9,0,1,1,0,1,471.23679920000023,61,64,1
10,10,2,0,1,0,0,535.8010759999999,63,64,1
11,11,2,1,1,0,-1,891.3386120000004,63,64,1
12,12,1,2,1,0,3,693.8323999999994,62,64,1
13,13,3,32,0,0,0,1005.0352187999997,64,63,1
14,14,2,0,1,0,4,704.5704279999999,63,64,1
15,15,0,1,1,0,1,697.0518623999989,61,64,1
16,16,3,0,0,0,3,637.3429111999999,64,62,1
17,17,3,32,0,0,15,951.4467711999997,64,63,1
18,18,2,0,1,0,7,778.6179519999997,63,64,1
19,19,2,1,1,0,-1,1305.8257700000004,63,64,1
20,20,1,18,2,10,1,619.4176936000001,63,64,1
21,21,3,32,0,0,1,496.6375480000017,64,63,1
22,22,0,1,1,0,0,477.61895639999995,61,64,1
23,23,3,32,0,0,2,705.2834423999997,64,63,1
24,24,0,2,1,0,6,655.1317976,62,64,1
25,25,1,1,1,0,7,369.8582056000002,62,64,1
26,26,1,0,0,0,0,641.9520399999999,62,63,1
27,27,2,18,2,4,1,742.7129176000005,63,64,1
28,28,2,2,1,0,2,756.6808608000005,63,64,1
29,29,0,2,1,0,3,671.0322855999998,62,64,1
30,30,2,4,1,0,1,678.0709119999998,63,64,1
31,31,0,1,1,0,2,1131.5402864000005,61,64,1
32,32,1,1,0,0,1,1209.0546372000001,62,63,1
33,33,0,1,1,0,2,450.99361760000016,63,64,1
34,34,2,26,2,5,3,582.7836875999997,63,64,1
35,35,2,1,1,0,1,586.5830579999998,63,64,1
36,36,0,1,1,0,4,513.0489999999988,61,64,1
37,37,2,1,1,0,4,759.5084543999999,63,64,1
38,38,0,1,1,0,2,680.2719491999989,61,64,1
39,39,3,32,0,0,1,626.39794,64,63,1
40,40,1,1,1,0,4,544.6145655999984,62,64,1
41,41,2,1,1,0,21,483.85621999999995,63,64,1
42,42,3,25,0,0,7,1074.8849428,64,63,1
43,43,1,0,1,0,25,713.8735311999999,62,64,1
44,44,3,32,0,0,7,1228.656862,64,63,1
45,45,3,21,0,0,3,812.9852015999993,64,62,1
46,46,3,25,0,0,4,639.3034783999997,64,63,1
47,47,1,1,1,0,13,1154.3010360000003,62,64,1
48,48,2,1,1,0,24,710.8997095999988,63,64,1
49,49,0,2,1,0,9,639.0444935999999,62,64,1
50,50,3,20,0,0,3,568.8726787999988,64,63,1
51,51,2,1,1,0,2,526.5779255999992,63,64,1
52,52,2,26,2,14,3,1079.3847063999995,63,64,1
53,53,3,0,0,0,4,355.3208628000001,64,63,1
54,54,3,20,0,0,4,379.93965320000024,64,63,1
55,55,3,14,0,0,8,567.2244168000001,64,62,1
56,56,2,1,1,0,1,755.0006844000006,63,64,1
57,57,3,20,0,0,3,664.3937567999998,64,63,1
58,58,0,1,1,0,4,929.3072960000002,62,64,1
59,59,0,4,1,0,4,665.5924928,62,64,1
60,60,0,14,1,0,8,852.4322896000001,62,64,1
61,61,1,18,2,16,4,441.34879680000006,63,64,1
62,62,3,20,0,0,0,575.8707727999996,64,63,1
63,63,3,25,0,0,24,351.55563080000013,64,63,1
64,64,0,4,1,0,4,575.9052448000001,62,64,1
65,65,0,1,1,0,8,1027.5286991999997,63,64,1
66,66,1,1,1,0,1,506.7540791999987,62,64,1
67,67,1,1,1,0,1,451.9066808000002,62,64,1
68,68,1,3,1,0,10,463.1611215999985,62,64,1
69,69,0,2,1,0,2,1127.471534,62,64,1
70,70,3,25,0,0,3,648.2658647999998,64,63,1
71,71,3,20,0,0,7,722.5230007999999,64,63,1
72,72,3,15,0,0,4,645.678240800002,64,63,1
73,73,2,2,1,0,5,1003.5130020000004,63,64,1
74,74,1,15,2,0,1,546.0633903999988,63,64,1
75,75,3,20,0,0,1,533.6283948000022,64,63,1
76,76,0,4,1,0,3,855.7162479999989,61,63,1
77,77,0,4,1,0,1,637.505040800004,62,64,1
78,78,1,11,0,0,11,479.5429388000002,62,63,1
79,79,3,20,0,0,9,377.95823600000006,64,63,1
80,80,3,14,0,0,8,798.2508124000002,64,63,1
81,81,0,3,1,0,3,1178.2494016,61,64,1
82,82,0,3,0,0,3,711.5084740000001,62,63,1
83,83,2,4,1,0,3,789.7638060000003,63,64,1
84,84,0,3,1,0,11,487.11215599999997,61,64,1
85,85,0,8,1,0,8,1442.5600699999993,63,64,1
86,86,3,25,0,0,13,768.0866447999996,64,63,1
87,87,3,20,0,0,9,940.825948,64,63,1
88,88,0,5,1,0,3,719.7194263999999,63,64,1
89,89,1,26,2,14,8,861.0625772000004,63,64,1
90,90,1,26,2,13,8,843.9569592000008,62,63,1
91,91,3,24,0,0,4,949.5595960000004,64,63,1
92,92,2,26,2,7,3,931.9463499999999,60,64,1
93,93,3,30,0,0,1,613.8399016000002,64,63,1
94,94,1,26,2,13,8,572.4683864000001,62,63,1
95,95,3,21,0,0,3,432.8936492,64,63,1
96,96,0,3,1,0,3,543.778564,61,64,1
97,97,3,25,0,0,4,889.2297596000042,64,63,1
98,98,0,3,1,0,8,598.6696084000002,63,64,1
99,99,0,3,1,0,3,647.2037935999999,63,64,1
100,100,0,15,1,0,11,846.9797087999997,63,64,1
101,101,1,18,2,16,1,720.7716007999996,62,63,1
102,102,0,3,1,0,24,673.4336495999997,63,64,1
103,103,2,5,1,0,4,1045.1630176000003,63,64,1
104,104,0,20,1,0,15,418.18783840000015,63,64,1
105,105,3,21,0,0,3,565.0296624000002,64,63,1
106,106,0,4,1,0,2,837.6440239999995,61,63,1
107,107,2,4,1,0,1,857.5645588,63,64,1
108,108,2,1,1,0,3,734.9457643999997,63,64,1
