,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,3,32,0,0,0,67,66,1
1,1,1,12,0,0,12,65,66,1
2,2,3,32,0,0,1,67,66,1
3,3,3,0,0,0,5,67,66,1
4,4,0,0,1,0,0,66,67,1
5,5,2,1,1,0,1,66,67,1
6,6,2,1,1,0,2,66,67,1
7,7,0,2,1,0,0,65,67,1
8,8,3,32,0,0,3,67,66,1
9,9,1,1,1,0,1,65,67,1
10,10,1,0,1,0,3,65,67,1
11,11,3,32,0,0,4,67,66,1
12,12,2,2,1,0,7,66,67,1
13,13,3,20,0,0,1,67,65,1
14,14,1,1,1,0,4,65,67,1
15,15,1,3,0,0,3,65,66,1
16,16,3,21,0,0,3,67,66,1
17,17,2,2,1,0,2,66,67,1
18,18,2,4,1,0,0,66,67,1
19,19,3,20,0,0,4,67,66,1
20,20,1,1,1,0,25,65,67,1
21,21,3,20,0,0,0,67,66,1
22,22,2,4,1,0,0,66,67,1
23,23,0,1,1,0,2,64,67,1
24,24,2,33,2,7,0,66,67,1
25,25,0,1,1,0,2,64,67,1
26,26,2,33,2,8,0,66,67,1
27,27,3,20,0,0,0,67,66,1
28,28,2,1,1,0,3,66,67,1
29,29,2,0,1,0,3,66,67,1
30,30,2,1,1,0,14,66,67,1
31,31,0,1,1,0,7,64,67,1
32,32,0,1,1,0,2,64,67,1
33,33,3,20,0,0,1,67,66,1
34,34,1,1,1,0,1,65,67,1
35,35,3,21,0,0,9,67,66,1
36,36,0,2,1,0,1,65,67,1
37,37,2,4,1,0,4,66,67,1
38,38,0,1,1,0,1,64,67,1
39,39,0,0,1,0,9,64,67,1
40,40,1,26,2,8,3,65,67,1
41,41,3,20,0,0,0,67,66,1
42,42,2,5,1,0,4,66,67,1
43,43,2,15,1,0,1,66,67,1
44,44,2,1,1,0,14,66,67,1
45,45,3,15,0,0,0,67,66,1
46,46,3,20,0,0,25,67,66,1
47,47,0,2,1,0,3,64,67,1
48,48,2,7,1,0,17,66,67,1
49,49,1,0,1,0,3,65,67,1
50,50,3,20,0,0,1,67,66,1
51,51,3,20,0,0,15,67,66,1
52,52,0,3,1,0,2,64,67,1
53,53,2,1,1,0,1,66,67,1
54,54,3,20,0,0,0,67,66,1
55,55,3,15,0,0,4,67,66,1
56,56,2,20,1,0,4,66,67,1
57,57,2,1,1,0,2,66,67,1
58,58,0,2,1,0,3,65,67,1
59,59,2,0,1,0,3,66,67,1
60,60,1,33,2,2,4,66,67,1
61,61,3,0,0,0,9,67,66,1
62,62,2,1,1,0,1,66,67,1
63,63,0,0,0,0,0,64,66,1
64,64,0,17,0,0,17,64,65,1
65,65,3,27,0,0,1,67,66,1
66,66,2,20,1,0,2,66,67,1
67,67,0,3,1,0,12,64,67,1
68,68,3,21,0,0,3,67,66,1
69,69,0,4,1,0,2,65,67,1
70,70,3,14,0,0,8,67,66,1
71,71,0,4,1,0,1,65,67,1
72,72,2,1,1,0,4,66,67,1
73,73,0,4,1,0,0,65,67,1
74,74,0,4,1,0,1,65,67,1
75,75,0,4,1,0,1,65,67,1
76,76,1,19,1,0,19,64,67,1
77,77,1,18,2,16,1,65,66,1
78,78,1,1,0,0,1,65,66,1
79,79,3,27,0,0,3,67,66,1
80,80,0,4,1,0,2,65,67,1
81,81,1,1,1,0,1,65,67,1
82,82,1,2,0,0,2,65,66,1
83,83,2,1,1,0,2,66,67,1
84,84,2,3,1,0,8,66,67,1
85,85,3,15,0,0,7,67,66,1
86,86,3,32,0,0,2,67,66,1
87,87,0,3,0,0,3,65,66,1
88,88,1,16,1,0,16,58,67,1
89,89,3,15,0,0,1,67,66,1
90,90,1,1,1,0,2,65,67,1
91,91,2,1,1,0,13,66,67,1
92,92,3,0,0,0,0,67,65,1
93,93,2,1,1,0,2,66,67,1
94,94,1,1,0,0,1,65,66,1
95,95,0,4,1,0,4,65,67,1
96,96,2,5,1,0,3,66,67,1
97,97,0,7,1,0,15,64,66,1
98,98,3,20,0,0,5,67,65,1
99,99,3,21,0,0,3,67,66,1
100,100,3,0,0,0,9,67,66,1
101,101,0,17,0,0,17,64,65,1
102,102,0,1,1,0,20,66,67,1
103,103,1,16,1,0,16,26,67,1
104,104,3,14,0,0,8,67,65,1
105,105,3,15,0,0,3,67,66,1
106,106,0,4,0,0,4,65,66,1
107,107,2,18,2,4,1,66,67,1
108,108,2,3,1,0,0,66,67,1
109,109,2,6,1,0,2,66,67,1
110,110,0,4,1,0,0,65,67,1
111,111,3,34,0,0,12,67,64,1
112,112,3,15,0,0,5,67,66,1
