,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status
0,0,3,33,0,0,-1,862.4725376000001,56,56,1
1,1,2,0,1,0,-1,246.09305039999998,56,56,1
2,2,3,15,0,0,1,391.80719520000014,56,56,1
3,3,3,33,0,0,2,470.5402424000001,56,56,1
4,4,3,21,0,0,5,371.9194644,56,56,1
5,5,0,2,1,0,1,444.66022160000006,56,56,1
6,6,3,0,0,0,2,603.0215872000002,56,56,1
7,7,2,0,1,0,1,347.0823328,56,56,1
8,8,3,19,0,0,1,463.9576472000002,56,56,1
9,9,3,20,0,0,0,433.7391584000002,56,56,1
10,10,3,33,0,0,1,480.10221919999987,56,56,1
11,11,0,1,1,0,8,892.6060696000004,56,56,1
12,12,3,33,0,0,3,537.2940471999998,56,56,1
13,13,2,0,1,0,0,691.2866427999999,56,56,1
14,14,3,19,0,0,0,611.2638423999995,56,56,1
15,15,3,20,0,0,15,486.7431943999994,56,56,1
16,16,3,20,0,0,0,538.6684791999991,56,56,1
17,17,2,1,1,0,2,814.4666636000002,56,56,1
18,18,2,1,1,0,1,621.5304936,56,56,1
19,19,3,33,0,0,3,1086.6571308000002,56,56,1
20,20,3,29,0,0,3,492.3750296,56,56,1
21,21,3,19,0,0,3,502.0460936000018,56,56,1
22,22,3,19,0,0,0,386.4032088,56,56,1
23,23,3,20,0,0,3,468.1565591999997,56,56,1
24,24,3,19,0,0,1,501.4327143999999,56,56,1
25,25,0,1,1,0,0,300.36487760000006,56,56,1
26,26,3,20,0,0,-1,348.6053279999995,56,56,1
27,27,3,25,0,0,1,648.2250544000001,56,56,1
28,28,0,1,1,0,4,592.3279280000002,56,56,1
29,29,3,25,0,0,2,497.4474176000001,56,56,1
30,30,0,1,1,0,0,601.5662571999998,56,56,1
31,31,2,0,1,0,4,854.9321768000004,56,56,1
32,32,3,33,0,0,3,1042.6466171999998,56,56,1
33,33,2,18,2,10,1,352.8418256000003,56,56,1
34,34,3,14,0,0,14,461.5083559999999,56,56,1
35,35,0,3,1,0,3,518.8813287999999,56,56,1
36,36,3,33,0,0,2,442.09717279999876,56,56,1
37,37,3,33,0,0,3,570.2029087999999,56,56,1
38,38,3,24,0,0,9,520.2375239999978,56,56,1
39,39,3,20,0,0,2,494.2089955999999,56,56,1
40,40,0,1,1,0,3,665.8041064,56,56,1
41,41,0,1,0,0,1,430.23847119999994,56,56,1
42,42,2,1,1,0,1,795.1136379999998,56,56,1
43,43,0,5,0,0,5,584.368232,56,56,1
44,44,3,20,0,0,6,797.9259971999999,56,56,1
45,45,0,0,0,0,0,767.5110736,56,56,1
46,46,3,24,0,0,10,396.3140200000001,56,56,1
47,47,0,0,0,0,0,1138.0551607999996,56,56,1
48,48,2,4,1,0,1,567.707469599998,56,56,1
49,49,0,1,1,0,2,559.2725048,56,56,1
50,50,3,20,0,0,1,418.814839599997,56,56,1
51,51,0,1,1,0,1,403.49353679999933,56,56,1
52,52,0,4,1,0,3,474.9641119999996,56,56,1
53,53,3,25,0,0,1,260.4908928000001,56,56,1
54,54,3,25,0,0,2,446.84368920000014,56,56,1
55,55,2,1,1,0,1,735.4012951999999,56,56,1
56,56,3,20,0,0,1,692.8844200000003,56,56,1
57,57,3,25,0,0,7,598.0603992000002,56,56,1
58,58,3,20,0,0,4,985.4185379999999,56,56,1
59,59,0,0,1,0,3,520.94976,55,56,1
60,60,3,21,0,0,33,473.129868,56,56,1
61,61,2,1,1,0,0,345.05982720000003,56,56,1
62,62,0,0,1,0,3,438.15680079999805,55,56,1
63,63,3,33,0,0,1,404.090236,56,56,1
64,64,3,33,0,0,24,810.0733184000002,56,56,1
65,65,3,25,0,0,4,582.9688912,56,56,1
66,66,3,20,0,0,1,416.5437463999994,56,56,1
67,67,0,23,1,0,4,384.5188136000001,56,56,1
68,68,3,21,0,0,3,397.2938031999991,56,56,1
69,69,4,1,1,0,11,928.0322768000001,56,56,1
70,70,0,1,1,0,1,493.2747488000003,56,56,1
71,71,0,8,0,0,8,402.0453792000002,56,56,1
72,72,0,4,1,0,7,502.68988600000085,56,56,1
73,73,1,18,2,10,3,636.3818096000001,55,56,1
74,74,0,1,1,0,11,400.8594311999994,56,56,1
75,75,3,25,0,0,31,533.8181576000011,56,56,1
76,76,3,20,0,0,15,592.1234311999992,56,56,1
77,77,4,15,1,0,3,472.8919000000039,56,56,1
78,78,3,33,0,0,13,452.8002284,56,56,1
79,79,3,20,0,0,33,359.56508880000007,56,56,1
80,80,3,25,0,0,2,763.7941579999999,56,56,1
81,81,3,25,0,0,7,958.0726232000001,56,56,1
82,82,3,25,0,0,2,521.8797811999998,56,56,1
83,83,3,25,0,0,1,627.1044491999999,56,56,1
84,84,1,18,2,16,4,628.7271351999998,55,56,1
85,85,3,25,0,0,2,1121.6390940000001,56,56,1
86,86,3,25,0,0,1,465.0859935999995,56,56,1
87,87,4,14,0,0,14,710.7507015999994,56,56,1
88,88,1,26,2,7,3,528.6767144,56,56,1
89,89,3,25,0,0,3,785.0070036,56,56,1
90,90,3,30,0,0,1,1001.1323768000004,56,56,1
91,91,3,20,0,0,1,617.8165247999998,56,56,1
92,92,3,26,0,0,33,836.2243335999997,56,56,1
93,93,0,2,1,0,7,420.39015440000014,56,56,1
94,94,0,4,1,0,1,391.62249199999997,56,56,1
95,95,6,5,0,0,7,332.1103092,56,56,1
96,96,0,8,1,0,14,579.6943292,56,56,1
97,97,3,21,0,0,3,777.2424080000034,56,56,1
98,98,3,30,0,0,26,345.9753368,56,56,1
99,99,3,20,0,0,9,370.76026,56,56,1
100,100,3,30,0,0,1,699.2574031999997,56,56,1
101,101,3,27,0,0,2,520.5591143999999,56,56,1
102,102,0,32,1,0,2,481.18931040000007,56,56,1
103,103,2,1,1,0,3,452.4674624,56,56,1
104,104,3,30,0,0,1,380.3448104,56,56,1
105,105,0,1,1,0,1,413.330177600001,56,56,1
106,106,3,29,0,0,4,707.4306031999995,56,56,1
107,107,3,29,0,0,10,657.7942592000002,56,56,1
108,108,0,2,1,0,1,383.85289240000003,56,56,1
109,109,3,20,0,0,1,509.0373487999999,56,56,1
110,110,0,4,1,0,1,702.9593067999998,56,56,1
111,111,3,21,0,0,3,417.81276080000015,56,56,1
112,112,1,2,1,0,0,431.40051120000015,56,56,1
113,113,0,1,0,0,1,635.6151967999999,56,56,1
114,114,3,20,0,0,15,1948.3715624,56,56,1
115,115,2,18,2,10,1,401.50872800000013,56,56,1
116,116,3,30,0,0,1,504.12597840000006,56,56,1
117,117,3,27,0,0,2,1215.3863096,56,56,1
118,118,3,29,0,0,33,754.5035647999997,56,56,1
119,119,3,30,0,0,1,666.9231120000001,56,56,1
