,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,1,1,0,0,46,49,1
1,1,2,1,1,0,0,48,49,1
2,2,1,0,1,0,1,47,49,1
3,3,2,2,1,0,0,48,49,1
4,4,0,1,1,0,0,48,49,1
5,5,3,0,0,0,4,49,48,1
6,6,1,2,1,0,3,48,49,1
7,7,2,4,1,0,0,48,49,1
8,8,2,26,2,11,17,48,49,1
9,9,1,33,2,3,4,47,49,1
10,10,0,7,1,0,0,46,49,1
11,11,2,33,2,3,15,48,49,1
12,12,2,33,2,7,0,48,49,1
13,13,0,1,1,0,2,46,49,1
14,14,1,1,1,0,0,47,49,1
15,15,0,1,1,0,2,46,49,1
16,16,0,13,0,0,13,46,48,1
17,17,1,3,1,0,1,48,49,1
18,18,3,20,0,0,1,49,48,1
19,19,3,21,0,0,26,49,48,1
20,20,0,2,1,0,25,47,49,1
21,21,3,20,0,0,2,49,48,1
22,22,1,1,1,0,17,47,49,1
23,23,3,11,0,0,25,49,48,1
24,24,0,4,0,0,4,47,48,1
25,25,2,1,1,0,4,48,49,1
26,26,0,2,1,0,4,47,49,1
27,27,0,1,1,0,1,46,49,1
28,28,2,2,1,0,2,48,49,1
29,29,0,2,1,0,0,47,49,1
30,30,2,4,1,0,1,48,49,1
31,31,0,7,1,0,0,44,49,1
32,32,0,0,1,0,3,46,49,1
33,33,1,1,1,0,14,47,49,1
34,34,1,1,1,0,3,47,49,1
35,35,2,4,1,0,0,48,49,1
36,36,1,1,1,0,1,47,49,1
37,37,3,20,0,0,1,49,48,1
38,38,0,1,1,0,1,46,49,1
39,39,0,1,1,0,0,46,49,1
40,40,2,20,1,0,1,48,49,1
41,41,0,1,1,0,2,46,49,1
42,42,0,1,1,0,4,46,49,1
43,43,0,2,1,0,3,47,49,1
44,44,2,0,1,0,20,48,49,1
45,45,3,20,0,0,4,49,48,1
46,46,1,1,0,0,1,47,48,1
47,47,2,1,1,0,1,48,49,1
48,48,0,9,1,0,0,46,49,1
49,49,0,1,1,0,1,47,49,1
50,50,3,11,0,0,2,49,48,1
51,51,3,33,0,0,15,49,48,1
52,52,2,1,1,0,4,48,49,1
53,53,1,18,2,10,3,47,49,1
54,54,3,33,0,0,33,49,48,1
