,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,1,1,0,0,65,66,1
1,1,2,26,2,4,12,65,66,1
2,2,3,0,0,0,0,66,65,1
3,3,2,1,1,0,2,65,66,1
4,4,2,1,1,0,0,65,66,1
5,5,0,1,0,0,1,64,65,1
6,6,2,2,1,0,25,65,66,1
7,7,3,27,0,0,1,66,64,1
8,8,0,0,1,0,1,64,66,1
9,9,2,5,1,0,3,65,66,1
10,10,2,1,1,0,1,65,66,1
11,11,3,27,0,0,3,66,65,1
12,12,3,21,0,0,4,66,65,1
13,13,2,1,1,0,0,65,66,1
14,14,3,27,0,0,1,66,65,1
15,15,2,2,1,0,1,65,66,1
16,16,0,2,1,0,9,64,66,1
17,17,3,27,0,0,1,66,65,1
18,18,0,0,1,0,1,63,66,1
19,19,1,1,1,0,4,64,66,1
20,20,1,1,1,0,3,64,66,1
21,21,0,2,1,0,15,64,66,1
22,22,3,27,0,0,0,66,65,1
23,23,2,4,1,0,3,65,66,1
24,24,0,4,1,0,1,65,66,1
25,25,0,7,1,0,0,64,66,1
26,26,0,1,1,0,7,63,66,1
27,27,1,3,0,0,3,64,65,1
28,28,1,12,0,0,12,64,65,1
29,29,2,0,1,0,3,65,66,1
30,30,2,2,1,0,13,65,66,1
31,31,3,20,0,0,31,66,65,1
32,32,1,1,1,0,1,64,66,1
33,33,3,20,0,0,14,66,65,1
34,34,0,2,1,0,4,64,66,1
35,35,3,27,0,0,4,66,65,1
36,36,1,1,1,0,0,64,66,1
37,37,0,1,1,0,1,63,66,1
38,38,3,24,0,0,9,66,64,1
39,39,3,1,1,0,0,62,66,1
40,40,0,1,1,0,1,63,66,1
41,41,2,2,1,0,2,65,66,1
42,42,0,4,1,0,21,64,66,1
43,43,1,2,0,0,2,64,65,1
44,44,0,3,1,0,3,63,66,1
45,45,0,1,1,0,0,63,66,1
46,46,3,15,0,0,24,66,65,1
47,47,0,3,1,0,3,63,66,1
48,48,2,26,2,5,3,65,66,1
49,49,3,20,0,0,3,66,65,1
50,50,0,1,1,0,2,65,66,1
51,51,2,2,1,0,2,65,66,1
52,52,3,20,0,0,5,66,65,1
53,53,2,4,1,0,2,65,66,1
54,54,1,4,1,0,33,65,66,1
55,55,0,5,1,0,3,65,66,1
56,56,3,20,0,0,11,66,65,1
57,57,3,34,0,0,14,66,65,1
58,58,3,27,0,0,21,66,65,1
59,59,3,15,0,0,3,66,65,1
60,60,0,5,0,0,5,64,65,1
61,61,3,15,0,0,4,66,64,1
62,62,1,9,0,0,9,64,65,1
63,63,3,32,0,0,0,66,65,1
64,64,1,1,1,0,1,64,66,1
65,65,0,15,1,0,1,65,66,1
66,66,3,21,0,0,3,66,65,1
67,67,1,3,0,0,3,64,65,1
68,68,2,4,1,0,1,65,66,1
69,69,3,15,0,0,4,66,64,1
70,70,2,4,1,0,4,65,66,1
71,71,0,8,1,0,8,65,66,1
72,72,2,4,1,0,29,65,66,1
73,73,0,0,0,0,0,64,65,1
74,74,3,0,0,0,1,66,65,1
75,75,2,5,1,0,3,65,66,1
76,76,2,5,1,0,5,65,66,1
77,77,3,20,0,0,2,66,65,1
78,78,3,20,0,0,2,66,65,1
79,79,0,8,1,0,14,65,66,1
80,80,3,20,0,0,7,66,65,1
81,81,3,20,0,0,4,66,64,1
82,82,3,15,0,0,2,66,65,1
83,83,1,2,1,0,2,64,66,1
84,84,3,14,0,0,8,66,64,1
85,85,2,18,2,10,1,65,66,1
86,86,3,20,0,0,1,66,65,1
87,87,1,3,1,0,10,64,66,1
88,88,3,21,0,0,3,66,64,1
89,89,2,15,2,0,25,65,66,1
90,90,3,14,0,0,8,66,63,1
91,91,0,1,1,0,3,64,66,1
92,92,3,30,0,0,1,66,63,1
93,93,0,4,1,0,1,64,66,1
94,94,2,33,2,4,11,65,66,1
95,95,3,30,0,0,9,66,65,1
96,96,0,4,1,0,1,64,66,1
97,97,1,16,1,0,16,24,66,1
98,98,3,21,0,0,3,66,65,1
99,99,0,1,1,0,1,64,66,1
100,100,0,4,1,0,4,63,65,1
101,101,1,7,0,0,7,64,65,1
102,102,0,3,0,0,3,63,65,1
103,103,3,27,0,0,13,66,64,1
104,104,0,1,1,0,3,64,66,1
105,105,2,4,1,0,6,65,66,1
106,106,1,26,2,7,2,64,66,1
107,107,1,15,1,0,2,65,66,1
108,108,0,8,0,0,8,64,65,1
109,109,3,25,0,0,25,66,64,1
110,110,3,24,0,0,9,66,64,1
111,111,1,18,2,16,4,65,66,1
112,112,2,18,2,6,1,65,66,1
113,113,0,9,0,0,9,63,65,1
114,114,3,32,0,0,2,66,63,1
115,115,0,4,1,0,4,61,65,1
116,116,1,1,1,0,4,64,66,1
117,117,0,5,1,0,3,63,66,1
118,118,4,1,0,0,1,63,64,1
119,119,2,1,1,0,1,65,66,1
120,120,0,11,0,0,11,64,65,1
121,121,3,21,0,0,17,66,65,1
122,122,4,0,0,0,0,63,64,1
123,123,2,33,2,22,9,65,66,1
124,124,2,15,1,0,3,65,66,1
125,125,1,18,2,15,5,65,66,1
126,126,2,2,1,0,15,65,66,1
127,127,3,24,0,0,10,66,64,1
128,128,2,6,1,0,1,65,66,1
129,129,3,18,0,0,11,66,64,1
130,130,0,13,0,0,13,64,65,1
131,131,3,30,0,0,9,66,65,1
132,132,1,16,1,0,16,30,66,1
133,133,1,33,2,7,0,64,66,1
134,134,3,21,0,0,9,66,65,1
135,135,3,15,0,0,2,66,65,1
136,136,2,0,1,0,20,65,66,1
137,137,3,29,0,0,7,66,63,1
138,138,1,20,1,0,4,64,66,1
139,139,3,32,0,0,9,66,65,1
140,140,3,32,0,0,10,66,65,1
141,141,0,33,1,0,10,64,66,1
142,142,0,3,1,0,10,63,66,1
143,143,3,0,0,0,7,66,65,1
144,144,1,6,1,0,2,64,66,1
145,145,3,34,0,0,10,66,65,1
146,146,3,18,0,0,11,66,64,1
147,147,0,0,1,0,34,64,66,1
148,148,1,0,1,0,1,62,66,1
149,149,1,1,1,0,4,64,66,1
150,150,1,21,0,0,21,64,65,1
151,151,1,26,2,6,8,61,65,1
152,152,2,1,1,0,15,65,66,1
153,153,2,3,1,0,9,65,66,1
154,154,1,26,2,3,17,64,65,1
155,155,2,3,1,0,3,65,66,1
156,156,2,1,1,0,3,65,66,1
157,157,1,1,1,0,1,62,66,1
158,158,2,7,1,0,4,65,66,1
159,159,0,9,1,0,3,64,66,1
160,160,0,2,1,0,2,63,66,1
161,161,1,1,0,0,1,64,65,1
162,162,2,1,1,0,15,65,66,1
163,163,3,24,0,0,3,66,65,1
164,164,2,26,2,36,1,65,66,1
165,165,2,2,1,0,33,65,66,1
166,166,3,32,0,0,1,66,65,1
167,167,0,3,1,0,3,63,66,1
168,168,2,1,1,0,2,65,66,1
169,169,2,1,1,0,1,65,66,1
170,170,0,7,1,0,2,64,66,1
171,171,1,18,2,10,9,64,66,1
172,172,3,15,0,0,4,66,65,1
173,173,1,1,1,0,4,64,66,1
174,174,2,13,1,0,4,65,66,1
175,175,2,2,1,0,9,65,66,1
176,176,0,0,0,0,0,64,65,1
177,177,0,2,1,0,4,63,66,1
178,178,0,2,1,0,1,56,66,1
179,179,0,9,1,0,14,64,66,1
180,180,0,4,1,0,1,65,66,1
181,181,3,30,0,0,15,66,65,1
182,182,2,18,2,15,3,65,66,1
183,183,3,5,0,0,1,66,64,1
184,184,2,4,1,0,10,65,66,1
185,185,1,18,2,7,2,64,66,1
186,186,1,19,0,0,19,64,65,1
187,187,0,9,1,0,9,64,66,1
188,188,2,4,1,0,4,65,66,1
189,189,2,4,1,0,2,65,66,1
190,190,2,4,1,0,1,65,66,1
191,191,2,6,1,0,20,65,66,1
192,192,1,1,1,0,29,64,66,1
193,193,3,32,0,0,4,66,65,1
194,194,4,2,0,0,2,63,64,1
195,195,0,4,1,0,4,61,66,1
196,196,2,7,1,0,1,65,66,1
197,197,1,3,1,0,9,60,66,1
198,198,2,0,1,0,9,65,66,1
199,199,0,23,1,0,5,65,66,1
200,200,3,27,0,0,2,66,64,1
201,201,0,4,1,0,11,65,66,1
202,202,2,7,1,0,5,65,66,1
203,203,2,26,2,34,2,65,66,1
204,204,1,1,1,0,4,64,66,1
205,205,3,21,0,0,22,66,64,1
206,206,1,2,0,0,2,64,65,1
207,207,0,10,1,0,10,64,66,1
208,208,1,4,1,0,10,64,65,1
209,209,1,3,1,0,3,64,66,1
210,210,3,15,0,0,30,66,65,1
211,211,3,29,0,0,2,66,65,1
212,212,1,26,2,14,8,65,66,1
213,213,2,1,1,0,11,65,66,1
214,214,0,3,1,0,33,64,66,1
215,215,0,4,1,0,3,64,66,1
216,216,0,3,1,0,3,63,66,1
217,217,0,32,1,0,3,60,62,1
218,218,3,14,0,0,14,66,65,1
219,219,0,9,1,0,9,63,66,1
220,220,0,12,1,0,3,63,66,1
221,221,3,15,0,0,4,66,65,1
222,222,3,32,0,0,2,66,65,1
223,223,0,12,1,0,3,64,66,1
224,224,3,30,0,0,14,66,65,1
225,225,3,29,0,0,4,66,65,1
226,226,3,21,0,0,9,66,65,1
227,227,3,30,0,0,18,66,65,1
228,228,2,33,2,3,4,65,66,1
229,229,1,26,2,5,8,60,64,1
230,230,3,15,0,0,4,66,65,1
231,231,3,31,0,0,16,66,63,1
232,232,0,21,1,0,9,63,66,1
233,233,2,4,1,0,15,65,66,1
234,234,1,16,1,0,16,58,66,1
235,235,3,24,0,0,9,66,64,1
236,236,2,4,1,0,11,65,66,1
237,237,1,4,0,0,4,64,65,1
238,238,3,15,0,0,1,66,65,1
239,239,3,30,0,0,9,66,65,1
240,240,3,15,0,0,4,66,65,1
241,241,2,5,1,0,4,62,66,1
242,242,0,15,1,0,5,63,66,1
