,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,0,1,0,1,49,52,1
1,1,3,21,0,0,0,52,51,1
2,2,3,15,0,0,1,52,51,1
3,3,2,33,2,22,3,51,52,1
4,4,0,1,1,0,2,49,52,1
5,5,0,0,1,0,4,51,52,1
6,6,2,4,1,0,0,51,52,1
7,7,0,2,1,0,1,50,52,1
8,8,2,18,2,33,8,51,52,1
9,9,0,2,1,0,1,50,52,1
10,10,2,1,1,0,4,51,52,1
11,11,2,20,1,0,0,51,52,1
12,12,0,4,1,0,1,50,52,1
13,13,3,15,0,0,0,52,51,1
14,14,1,1,1,0,21,50,52,1
15,15,3,20,0,0,14,52,51,1
16,16,3,0,0,0,0,52,50,1
17,17,0,4,1,0,0,50,52,1
18,18,3,20,0,0,15,52,51,1
19,19,3,20,0,0,0,52,51,1
20,20,3,20,0,0,3,52,51,1
21,21,2,18,2,16,21,51,52,1
22,22,3,20,0,0,0,52,51,1
23,23,3,33,0,0,0,52,51,1
24,24,0,4,1,0,15,50,52,1
25,25,0,4,1,0,1,50,52,1
26,26,2,1,1,0,0,51,52,1
27,27,1,1,1,0,4,50,52,1
28,28,3,0,0,0,1,52,51,1
29,29,1,3,0,0,3,50,51,1
30,30,2,1,1,0,15,51,52,1
31,31,3,20,0,0,2,52,51,1
32,32,2,1,1,0,5,51,52,1
33,33,3,20,0,0,0,52,51,1
34,34,1,1,1,0,25,50,52,1
35,35,1,1,1,0,0,50,52,1
36,36,1,0,1,0,3,51,52,1
37,37,0,0,1,0,13,50,52,1
38,38,1,0,0,0,0,50,51,1
39,39,3,20,0,0,2,52,51,1
40,40,1,0,1,0,0,51,52,1
41,41,0,1,1,0,1,51,52,1
42,42,1,1,1,0,3,50,52,1
43,43,0,1,1,0,25,49,52,1
44,44,3,14,0,0,8,52,50,1
45,45,0,1,1,0,15,49,52,1
46,46,3,33,0,0,4,52,51,1
47,47,0,0,1,0,24,49,52,1
48,48,0,4,1,0,4,50,52,1
49,49,3,33,0,0,9,52,51,1
50,50,0,4,1,0,3,50,52,1
51,51,0,5,1,0,25,50,52,1
52,52,1,18,2,6,1,51,52,1
53,53,1,18,2,10,3,50,52,1
54,54,3,33,0,0,4,52,51,1
55,55,0,4,1,0,1,50,52,1
56,56,0,5,1,0,2,50,52,1
57,57,0,3,1,0,8,51,52,1
58,58,3,30,0,0,7,52,51,1
59,59,2,0,1,0,7,51,52,1
60,60,2,2,1,0,2,51,52,1
61,61,0,6,1,0,1,49,52,1
62,62,3,15,0,0,5,52,51,1
63,63,0,6,1,0,4,50,52,1
64,64,0,3,0,0,3,49,51,1
65,65,2,26,2,7,2,51,52,1
66,66,0,7,1,0,13,49,52,1
67,67,2,4,1,0,1,51,52,1
68,68,1,26,2,12,7,50,51,1
69,69,3,15,0,0,2,52,51,1
70,70,0,3,1,0,20,50,52,1
71,71,3,15,0,0,1,52,51,1
72,72,0,3,1,0,3,49,52,1
73,73,2,4,1,0,1,51,52,1
74,74,0,8,1,0,8,51,52,1
75,75,1,17,0,0,17,50,51,1
76,76,1,18,2,16,4,51,52,1
77,77,3,15,0,0,1,52,51,1
78,78,2,1,1,0,1,51,52,1
79,79,0,18,0,0,18,50,51,1
80,80,1,3,0,0,3,50,51,1
81,81,1,18,2,10,9,50,52,1
82,82,0,7,1,0,7,50,52,1
83,83,1,1,1,0,1,50,52,1
84,84,0,3,1,0,3,49,52,1
85,85,2,2,1,0,15,51,52,1
86,86,0,1,1,0,3,51,52,1
87,87,1,2,1,0,1,50,52,1
88,88,2,1,1,0,0,51,52,1
89,89,3,15,0,0,5,52,51,1
90,90,3,30,0,0,2,52,51,1
91,91,2,1,1,0,2,51,52,1
92,92,0,11,1,0,3,50,52,1
93,93,3,21,0,0,3,52,50,1
94,94,2,1,1,0,4,51,52,1
95,95,3,15,0,0,20,52,51,1
96,96,1,2,0,0,2,50,51,1
97,97,0,11,1,0,1,49,52,1
98,98,3,30,0,0,1,52,51,1
99,99,3,29,0,0,4,52,51,1
100,100,1,26,2,14,8,51,52,1
101,101,0,3,1,0,3,51,52,1
102,102,3,21,0,0,4,52,51,1
103,103,3,15,0,0,15,52,51,1
104,104,2,2,1,0,9,51,52,1
105,105,2,2,1,0,11,51,52,1
106,106,3,27,0,0,4,52,51,1
107,107,2,18,2,16,3,51,52,1
108,108,0,3,1,0,3,49,52,1
109,109,3,20,0,0,3,52,51,1
110,110,2,1,1,0,2,51,52,1
111,111,0,13,1,0,2,50,52,1
112,112,3,29,0,0,7,52,51,1
113,113,0,1,1,0,11,50,52,1
114,114,0,8,0,0,8,50,51,1
115,115,2,1,1,0,2,51,52,1
116,116,2,4,1,0,4,51,52,1
117,117,3,30,0,0,1,52,51,1
118,118,2,2,1,0,1,51,52,1
119,119,0,2,1,0,2,49,52,1
120,120,3,0,0,0,7,52,51,1
121,121,2,3,1,0,9,51,52,1
122,122,3,29,0,0,2,52,51,1
123,123,0,2,1,0,10,51,52,1
124,124,0,2,1,0,5,49,52,1
125,125,0,5,1,0,28,50,52,1
126,126,3,21,0,0,3,52,51,1
127,127,2,2,1,0,3,51,52,1
128,128,3,14,0,0,17,52,51,1
129,129,3,21,0,0,7,52,51,1
130,130,2,2,1,0,13,51,52,1
131,131,3,15,0,0,9,52,51,1
132,132,2,18,2,10,1,51,52,1
133,133,3,29,0,0,4,52,51,1
134,134,3,18,0,0,25,52,51,1
135,135,2,2,1,0,11,51,52,1
136,136,0,9,1,0,3,49,52,1
137,137,3,21,0,0,9,52,51,1
138,138,3,30,0,0,1,52,51,1
139,139,2,4,1,0,1,51,52,1
140,140,2,1,1,0,1,51,52,1
141,141,1,3,0,0,3,50,51,1
142,142,2,3,1,0,3,51,52,1
143,143,2,5,1,0,4,51,52,1
144,144,0,3,1,0,9,50,52,1
145,145,0,7,0,0,7,48,49,1
146,146,0,9,0,0,9,49,50,1
147,147,3,15,0,0,2,52,51,1
148,148,3,21,0,0,3,52,51,1
149,149,2,3,1,0,3,51,52,1
150,150,0,15,1,0,1,49,51,1
151,151,2,4,1,0,9,51,52,1
152,152,0,15,1,0,1,49,52,1
153,153,2,2,1,0,4,51,52,1
154,154,2,26,2,6,3,51,52,1
155,155,1,8,1,0,14,51,52,1
156,156,2,26,2,20,14,51,52,1
157,157,0,1,1,0,1,51,52,1
