,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,3,1,0,4,57,58,1
1,1,0,2,1,0,1,56,58,1
2,2,2,0,1,0,2,57,58,1
3,3,2,1,1,0,4,57,58,1
4,4,2,2,1,0,0,57,58,1
5,5,0,2,1,0,1,56,58,1
6,6,0,0,1,0,0,55,58,1
7,7,3,27,0,0,1,58,57,1
8,8,0,1,1,0,0,57,58,1
9,9,0,1,1,0,4,57,58,1
10,10,2,2,1,0,1,57,58,1
11,11,2,1,1,0,0,57,58,1
12,12,3,27,0,0,0,58,57,1
13,13,3,27,0,0,2,58,57,1
14,14,3,27,0,0,1,58,57,1
15,15,3,20,0,0,1,58,57,1
16,16,1,1,1,0,2,56,58,1
17,17,2,1,1,0,0,57,58,1
18,18,0,4,1,0,4,56,58,1
19,19,2,1,1,0,3,57,58,1
20,20,2,26,2,5,3,57,58,1
21,21,2,1,1,0,1,57,58,1
22,22,3,27,0,0,0,58,57,1
23,23,2,1,1,0,3,57,58,1
24,24,3,21,0,0,3,58,56,1
25,25,2,2,1,0,1,57,58,1
26,26,1,18,2,15,5,57,58,1
27,27,3,0,0,0,33,58,57,1
28,28,0,1,1,0,2,55,58,1
29,29,0,1,1,0,2,57,58,1
30,30,3,27,0,0,1,58,57,1
31,31,0,2,0,0,2,55,57,1
32,32,0,4,1,0,3,56,58,1
33,33,3,21,0,0,3,58,56,1
34,34,2,0,1,0,2,57,58,1
35,35,3,20,0,0,2,58,57,1
36,36,1,3,0,0,3,56,57,1
37,37,0,7,1,0,1,56,58,1
38,38,3,20,0,0,4,58,57,1
39,39,3,20,0,0,2,58,57,1
40,40,0,3,1,0,0,55,58,1
41,41,2,18,2,6,1,57,58,1
42,42,2,1,1,0,11,57,58,1
43,43,2,4,1,0,2,57,58,1
44,44,1,2,1,0,9,56,58,1
45,45,3,23,0,0,1,58,56,1
46,46,1,11,2,16,9,57,58,1
47,47,0,4,1,0,3,57,58,1
48,48,3,23,0,0,1,58,56,1
49,49,3,23,0,0,5,58,57,1
50,50,3,21,0,0,8,58,57,1
51,51,0,1,1,0,1,55,58,1
52,52,0,4,1,0,2,57,58,1
53,53,3,5,0,0,6,58,57,1
54,54,3,5,0,0,1,58,57,1
55,55,1,5,1,0,3,56,58,1
56,56,3,5,0,0,2,58,57,1
57,57,1,1,1,0,7,56,58,1
58,58,1,1,1,0,1,56,58,1
59,59,3,27,0,0,1,58,57,1
60,60,1,10,0,0,10,56,57,1
61,61,0,1,1,0,0,55,58,1
62,62,3,14,0,0,14,58,55,1
63,63,0,1,1,0,1,54,58,1
64,64,0,4,1,0,20,57,58,1
65,65,0,4,1,0,5,57,58,1
66,66,1,2,1,0,24,57,58,1
67,67,3,27,0,0,7,58,57,1
68,68,0,7,1,0,10,56,58,1
69,69,2,6,1,0,11,57,58,1
70,70,2,3,1,0,3,57,58,1
71,71,3,27,0,0,4,58,57,1
72,72,0,4,1,0,1,57,58,1
73,73,1,26,2,14,8,57,58,1
74,74,0,6,1,0,1,57,58,1
75,75,0,4,1,0,29,56,58,1
76,76,3,14,0,0,3,58,57,1
77,77,3,6,0,0,9,58,57,1
78,78,0,0,1,0,3,57,58,1
79,79,3,6,0,0,1,58,57,1
80,80,2,26,2,36,1,57,58,1
81,81,2,8,1,0,9,57,58,1
82,82,0,1,1,0,2,57,58,1
83,83,0,1,1,0,0,57,58,1
84,84,0,3,1,0,1,57,58,1
85,85,3,23,0,0,1,58,55,1
86,86,2,2,1,0,2,57,58,1
87,87,2,26,2,9,9,57,58,1
88,88,3,23,0,0,4,58,57,1
89,89,2,12,1,0,2,57,58,1
90,90,3,29,0,0,24,58,57,1
91,91,2,33,2,8,0,57,58,1
92,92,0,1,1,0,13,56,58,1
93,93,3,27,0,0,4,58,57,1
94,94,3,27,0,0,15,58,57,1
95,95,3,21,0,0,26,58,57,1
96,96,0,7,1,0,1,55,58,1
97,97,0,3,1,0,1,54,58,1
98,98,3,31,0,0,16,58,55,1
99,99,3,30,0,0,9,58,56,1
