,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,12,0,1,0,1,43,43,1
1,1,1,14,2,0,0,1,43,43,1
2,2,2,0,1,1,0,2,41,43,1
3,3,3,8,1,1,0,2,43,43,1
4,4,4,14,7,0,0,4,43,43,1
5,5,5,2,1,1,0,3,42,43,1
6,6,6,11,1,1,0,3,43,43,1
7,7,7,12,1,0,0,1,43,43,1
8,8,8,0,1,1,0,1,42,43,1
9,9,9,2,1,1,0,0,42,43,1
10,10,10,3,33,0,0,3,43,43,1
11,11,11,11,1,1,0,4,43,43,1
12,12,12,10,1,1,0,1,43,43,1
13,13,13,3,15,0,0,4,43,43,1
14,14,14,7,33,2,2,0,42,43,1
15,15,15,12,1,1,0,4,43,43,1
16,16,16,2,18,2,10,1,42,43,1
17,17,17,13,1,1,0,9,43,43,1
18,18,18,10,1,1,0,1,43,43,1
19,19,19,3,15,0,0,0,43,43,1
20,20,20,3,30,0,0,3,43,43,1
21,21,21,3,30,0,0,0,43,43,1
22,22,22,10,1,1,0,9,43,43,1
23,23,23,4,1,1,0,2,42,43,1
24,24,24,10,1,1,0,1,43,43,1
25,25,25,3,30,0,0,4,43,43,1
26,26,26,3,30,0,0,2,43,43,1
27,27,27,10,1,1,0,0,43,43,1
28,28,28,10,1,1,0,1,43,43,1
29,29,29,2,2,1,0,1,42,43,1
30,30,30,11,2,1,0,1,43,43,1
31,31,31,8,26,2,3,8,41,43,1
32,32,32,3,30,0,0,4,43,43,1
33,33,33,3,33,0,0,1,43,43,1
34,34,34,10,18,2,16,3,43,43,1
35,35,35,3,33,0,0,4,43,43,1
36,36,36,3,30,0,0,21,43,43,1
37,37,37,8,33,2,2,0,43,43,1
38,38,38,7,18,2,5,4,42,43,1
39,39,39,13,2,1,0,0,42,43,1
40,40,40,14,3,0,0,9,43,43,1
41,41,41,3,30,0,0,1,43,43,1
42,42,42,13,1,1,0,2,43,43,1
43,43,43,10,1,1,0,2,43,43,1
44,44,44,4,1,1,0,2,42,43,1
45,45,45,9,3,0,0,3,42,43,1
46,46,46,3,5,0,0,1,43,43,1
47,47,47,13,3,1,0,0,41,43,1
48,48,48,3,29,0,0,1,43,43,1
49,49,49,2,18,2,7,2,42,43,1
50,50,50,13,8,1,0,14,43,43,1
51,51,51,8,8,0,0,8,42,43,1
52,52,52,0,5,1,0,11,42,43,1
53,53,53,5,2,1,0,2,42,43,1
54,54,54,2,4,1,0,2,38,43,1
55,55,55,8,3,1,0,9,42,43,1
56,56,56,8,6,0,0,6,42,43,1
57,57,57,3,5,0,0,6,43,43,1
58,58,58,12,3,0,0,3,43,43,1
59,59,59,14,12,0,0,8,43,43,1
60,60,60,10,5,1,0,9,43,43,1
61,61,61,12,2,1,0,2,43,43,1
62,62,62,5,2,0,0,2,41,43,1
63,63,63,0,7,1,0,4,41,43,1
64,64,64,3,5,0,0,5,43,43,1
65,65,65,10,1,1,0,9,43,43,1
66,66,66,8,0,1,0,2,43,43,1
67,67,67,3,33,0,0,2,43,43,1
68,68,68,6,1,1,0,3,42,43,1
69,69,69,13,1,1,0,5,43,43,1
70,70,70,14,11,0,0,3,43,43,1
71,71,71,13,1,1,0,0,43,43,1
72,72,72,0,3,0,0,3,40,43,1
73,73,73,0,5,1,0,2,41,43,1
74,74,74,3,33,0,0,2,43,43,1
75,75,75,12,1,1,0,10,43,43,1
76,76,76,3,5,0,0,1,43,43,1
77,77,77,3,5,0,0,5,43,43,1
78,78,78,3,17,0,0,14,43,43,1
79,79,79,3,34,0,0,8,43,43,1
