,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,13,0,1,0,1,40,40,1
1,1,1,3,0,0,0,1,40,40,1
2,2,2,1,1,1,0,0,39,40,1
3,3,3,0,2,1,0,0,39,40,1
4,4,4,14,1,0,0,4,40,40,1
5,5,5,13,1,1,0,3,40,40,1
6,6,6,0,2,1,0,3,39,40,1
7,7,7,4,1,1,0,0,39,40,1
8,8,8,4,3,0,0,3,39,40,1
9,9,9,14,4,0,0,0,40,40,1
10,10,10,14,1,0,0,3,40,39,1
11,11,11,3,15,0,0,4,40,40,1
12,12,12,0,2,1,0,1,39,40,1
13,13,13,13,0,1,0,3,40,40,1
14,14,14,3,30,0,0,4,40,40,1
15,15,15,14,1,0,0,3,40,39,1
16,16,16,14,1,0,0,0,40,40,1
17,17,17,3,30,0,0,9,40,40,1
18,18,18,3,5,0,0,4,40,40,1
19,19,19,12,1,1,0,0,40,40,1
20,20,20,3,0,0,0,3,40,40,1
21,21,21,1,1,1,0,0,39,40,1
22,22,22,14,0,0,0,9,40,39,1
23,23,23,12,1,1,0,2,40,40,1
24,24,24,3,21,0,0,3,40,40,1
25,25,25,14,1,0,0,1,40,40,1
26,26,26,3,5,0,0,2,40,40,1
27,27,27,0,1,1,0,1,38,40,1
28,28,28,0,1,1,0,1,38,40,1
29,29,29,12,1,1,0,4,40,40,1
30,30,30,13,3,1,0,9,40,40,1
31,31,31,2,1,0,0,1,38,40,1
32,32,32,2,1,1,0,4,38,40,1
33,33,33,0,2,0,0,2,36,40,1
34,34,34,8,1,1,0,1,40,40,1
35,35,35,0,4,1,0,13,37,40,1
36,36,36,0,3,1,0,21,38,40,1
37,37,37,13,1,1,0,3,40,40,1
38,38,38,10,1,1,0,2,40,40,1
39,39,39,7,18,2,16,4,39,40,1
40,40,40,0,1,1,0,1,38,40,1
41,41,41,3,15,0,0,1,40,40,1
42,42,42,13,1,1,0,1,40,40,1
43,43,43,0,2,1,0,2,33,40,1
44,44,44,6,2,0,0,2,37,40,1
45,45,45,5,0,1,0,3,39,40,1
46,46,46,0,1,1,0,13,39,40,1
47,47,47,5,4,0,0,4,39,40,1
48,48,48,2,2,1,0,1,39,40,1
49,49,49,5,18,2,16,3,38,40,1
50,50,50,11,4,0,0,4,40,40,1
51,51,51,3,0,0,0,14,40,40,1
52,52,52,5,4,1,0,0,39,40,1
53,53,53,4,18,2,9,21,39,40,1
54,54,54,14,4,0,0,4,38,40,1
55,55,55,5,14,0,0,8,40,40,1
56,56,56,3,1,1,0,2,39,40,1
57,57,57,0,3,1,0,3,38,40,1
58,58,58,3,21,0,0,4,40,40,1
59,59,59,3,10,0,0,9,40,40,1
60,60,60,13,3,1,0,9,40,40,1
61,61,61,3,2,1,0,2,39,40,1
62,62,62,2,8,0,0,8,37,40,1
