,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,1,0,0,0,0,50,51,1
1,1,3,21,0,0,3,52,51,1
2,2,2,1,1,0,1,51,52,1
3,3,0,0,1,0,1,49,52,1
4,4,3,20,0,0,0,52,51,1
5,5,0,1,1,0,2,49,52,1
6,6,2,4,1,0,3,51,52,1
7,7,0,2,1,0,0,50,52,1
8,8,2,1,1,0,4,51,52,1
9,9,3,21,0,0,1,52,51,1
10,10,2,18,2,33,8,51,52,1
11,11,0,2,1,0,1,50,52,1
12,12,3,20,0,0,1,52,51,1
13,13,0,4,1,0,21,50,52,1
14,14,3,20,0,0,0,52,51,1
15,15,2,1,1,0,0,51,52,1
16,16,1,1,1,0,3,50,52,1
17,17,1,1,1,0,4,50,52,1
18,18,1,1,1,0,25,50,52,1
19,19,2,20,1,0,3,51,52,1
20,20,3,20,0,0,25,52,51,1
21,21,3,15,0,0,4,52,51,1
22,22,3,20,0,0,0,52,51,1
23,23,3,20,0,0,6,52,51,1
24,24,3,0,0,0,0,52,50,1
25,25,0,4,1,0,1,50,52,1
26,26,0,4,1,0,25,50,52,1
27,27,3,20,0,0,3,52,51,1
28,28,2,1,1,0,4,51,52,1
29,29,2,1,1,0,2,51,52,1
30,30,3,25,0,0,14,52,51,1
31,31,0,1,1,0,4,49,52,1
32,32,3,30,0,0,5,52,51,1
33,33,2,2,1,0,1,51,52,1
34,34,2,1,1,0,0,51,52,1
35,35,2,2,1,0,2,51,52,1
36,36,2,1,1,0,2,51,52,1
37,37,3,27,0,0,1,52,51,1
38,38,3,30,0,0,0,52,51,1
39,39,2,1,1,0,1,51,52,1
40,40,2,18,2,16,21,51,52,1
41,41,3,30,0,0,13,52,51,1
42,42,3,30,0,0,4,52,51,1
43,43,3,30,0,0,2,52,51,1
44,44,0,4,1,0,1,50,52,1
45,45,3,18,0,0,1,52,51,1
46,46,0,0,1,0,0,51,52,1
47,47,0,3,0,0,3,49,51,1
48,48,3,21,0,0,3,52,51,1
