,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,2,1,0,5,823.0949496000004,60,62,1
1,1,3,6,0,0,1,255.20288799999986,62,61,1
2,2,0,0,1,0,1,447.9763168000003,61,62,1
3,3,3,21,0,0,2,542.1195712,62,61,1
4,4,3,21,0,0,2,448.3461680000001,62,61,1
5,5,0,1,1,0,0,531.2162999999998,59,62,1
6,6,0,1,1,0,1,611.3907216000001,59,62,1
7,7,0,2,1,0,1,418.0645176,60,62,1
8,8,0,1,1,0,2,518.4994680000001,59,62,1
9,9,2,0,1,0,2,479.7887464,61,62,1
10,10,2,1,1,0,4,613.3549584,61,62,1
11,11,3,20,0,0,4,784.1579360000002,62,61,1
12,12,2,2,1,0,0,634.7507279999996,61,62,1
13,13,2,26,2,5,3,920.3546396000003,61,62,1
14,14,3,27,0,0,3,602.1898111999996,62,61,1
15,15,2,18,2,10,1,648.6764151999996,61,62,1
16,16,3,32,0,0,15,530.9434151999997,62,61,1
17,17,0,1,1,0,2,659.6084872,59,62,1
18,18,3,20,0,0,0,624.5648080000005,62,61,1
19,19,0,9,0,0,9,1199.8138060000003,59,60,1
20,20,3,32,0,0,12,615.2637064000003,62,61,1
21,21,0,3,0,0,3,521.4204696000019,60,61,1
22,22,1,33,2,2,0,442.2012004,60,62,1
23,23,0,17,0,0,17,527.7327375999998,59,60,1
24,24,3,15,0,0,2,595.5667947999999,62,61,1
25,25,1,0,1,0,1,479.68533040000005,60,62,1
26,26,0,2,1,0,1,521.9965967999998,60,62,1
27,27,3,6,0,0,1,714.7076424000004,62,61,1
28,28,2,4,1,0,3,621.1816592000004,61,62,1
29,29,0,0,1,0,3,612.1295344,61,62,1
30,30,3,20,0,0,1,629.2727935999999,62,60,1
31,31,3,19,0,0,18,1139.69714,62,61,1
32,32,0,9,1,0,1,1261.3764055999998,60,61,1
33,33,2,5,1,0,1,452.1675004000002,61,62,1
34,34,0,1,1,0,0,590.5921515999997,60,62,1
35,35,2,1,1,0,0,501.6639547999998,61,62,1
36,36,1,3,0,0,3,461.6522487999986,60,61,1
37,37,0,2,1,0,26,679.2945567999997,60,62,1
38,38,1,1,0,0,1,562.2344835999988,60,61,1
39,39,0,2,1,0,24,605.0826791999999,60,62,1
40,40,2,6,1,0,20,715.4456767999994,61,62,1
41,41,2,1,1,0,3,576.0620368,61,62,1
42,42,3,19,0,0,1,1015.7347716000002,62,61,1
43,43,3,19,0,0,2,704.5472983999999,62,61,1
44,44,3,25,0,0,0,1061.2989716000002,62,61,1
45,45,2,2,1,0,5,612.9009287999992,61,62,1
46,46,0,4,1,0,4,505.4316888000002,60,62,1
47,47,1,26,2,14,8,1066.6683191999996,61,62,1
48,48,2,1,1,0,9,562.0537280000001,61,62,1
49,49,3,25,0,0,3,598.2243079999998,62,61,1
50,50,0,4,1,0,1,601.9061955999987,60,62,1
51,51,3,32,0,0,2,538.6073191999997,62,60,1
52,52,1,1,1,0,3,537.4193695999991,60,62,1
53,53,3,32,0,0,7,338.81400119999995,62,61,1
54,54,1,0,1,0,4,455.04013000000003,60,62,1
55,55,3,32,0,0,12,791.7258743999998,62,61,1
56,56,2,4,1,0,2,677.4555312,61,62,1
57,57,2,0,1,0,3,428.2916928000001,61,62,1
58,58,2,1,1,0,1,912.3778187999999,61,62,1
59,59,1,1,1,0,1,590.5242084,60,62,1
60,60,3,25,0,0,4,637.7119839999999,62,60,1
