,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,0,1,0,-1,536.5038599999997,46,46,1
1,1,2,1,1,0,1,145.43180799999993,46,46,1
2,2,2,1,1,0,1,286.76367200000016,46,46,1
3,3,2,1,1,0,2,344.5091648,46,46,1
4,4,3,27,0,0,8,275.6668016000001,46,46,1
5,5,3,0,0,0,4,315.35441520000006,46,46,1
6,6,3,0,0,0,-1,461.9229095999999,46,46,1
7,7,3,27,0,0,1,243.7817584,46,46,1
8,8,3,27,0,0,4,341.38055280000003,46,46,1
9,9,3,20,0,0,2,309.01923999999997,46,46,1
10,10,0,2,1,0,1,403.1742816,46,46,1
11,11,0,1,1,0,4,540.2188296,46,46,1
12,12,2,1,1,0,3,417.40921599999973,46,46,1
13,13,3,23,0,0,0,591.20453,46,46,1
14,14,3,23,0,0,1,379.6780551999994,46,46,1
15,15,3,29,0,0,14,405.2277007999995,46,46,1
16,16,3,20,0,0,2,375.5229559999995,46,46,1
17,17,2,1,1,0,1,432.7090571999999,46,46,1
18,18,3,20,0,0,0,412.60348560000017,46,46,1
19,19,0,0,1,0,3,772.2950644,46,46,1
20,20,0,2,1,0,3,405.8398568,46,46,1
21,21,3,27,0,0,0,301.7357512000019,46,46,1
22,22,3,20,0,0,4,301.4776003999999,46,46,1
23,23,3,28,0,0,1,355.83733119999965,46,46,1
24,24,3,28,0,0,25,355.36662160000003,46,46,1
25,25,3,0,0,0,3,273.87292319999995,46,46,1
26,26,3,28,0,0,-1,316.384016,46,46,1
27,27,3,27,0,0,0,460.2018672,46,46,1
28,28,3,20,0,0,5,396.6946576000001,46,46,1
29,29,3,33,0,0,3,394.45431120000006,46,46,1
30,30,3,28,0,0,2,446.1847735999999,46,46,1
31,31,4,0,0,0,0,647.1642064000002,46,46,1
32,32,3,28,0,0,5,675.6763311999998,46,46,1
33,33,3,28,0,0,2,294.5275448000001,46,46,1
34,34,3,28,0,0,2,390.13580359999986,46,46,1
35,35,0,1,1,0,5,403.95257039999984,46,46,1
36,36,3,0,0,0,0,269.6615567999992,46,46,1
37,37,4,13,0,0,13,435.1308263999999,46,46,1
38,38,0,1,1,0,0,390.21975959999884,46,46,1
39,39,3,0,0,0,3,375.06214320000004,46,46,1
40,40,3,21,0,0,26,562.6550975999995,46,46,1
41,41,3,33,0,0,0,335.94965599999995,46,46,1
42,42,0,2,1,0,15,561.9838388,46,46,1
43,43,0,1,1,0,0,465.9065384000002,46,46,1
44,44,2,1,1,0,4,640.1128476,46,46,1
45,45,3,28,0,0,5,491.37678719999957,46,46,1
46,46,3,28,0,0,4,291.67270720000005,46,46,1
47,47,3,20,0,0,4,665.4365904,46,46,1
48,48,3,28,0,0,3,376.78340800000007,46,46,1
49,49,3,0,0,0,3,367.7269464,46,46,1
50,50,0,1,1,0,25,385.8887419999989,46,46,1
51,51,3,20,0,0,4,337.55994319999974,46,46,1
52,52,3,0,0,0,3,397.7241471999996,46,46,1
53,53,3,20,0,0,3,199.53867000000002,46,46,1
54,54,2,1,1,0,2,291.00489560000005,46,46,1
55,55,3,20,0,0,0,492.40149519999983,46,46,1
56,56,3,33,0,0,5,527.3000583999998,46,46,1
57,57,0,0,0,0,7,285.1863000000001,46,46,1
58,58,0,1,1,0,1,566.7153987999999,46,46,1
59,59,3,33,0,0,0,421.22493279999986,46,46,1
60,60,3,33,0,0,4,401.841772,46,46,1
61,61,3,20,0,0,1,238.95211999999992,46,46,1
62,62,3,20,0,0,4,329.00210239999967,46,46,1
63,63,1,1,0,0,1,264.17928560000007,46,46,1
64,64,0,3,0,0,3,308.92827840000007,46,46,1
65,65,3,33,0,0,4,455.0032672,46,46,1
66,66,2,1,1,0,9,269.4291487999985,46,46,1
67,67,3,20,0,0,1,214.65136159999997,46,46,1
68,68,0,4,1,0,1,350.03535999999906,45,46,1
69,69,0,1,1,0,0,789.1662172,46,46,1
70,70,3,28,0,0,4,363.6352312,46,46,1
71,71,3,25,0,0,0,308.9223848,46,46,1
72,72,2,0,1,0,3,392.3225516000009,46,46,1
73,73,3,20,0,0,4,515.5601184,46,46,1
74,74,0,4,1,0,1,290.2922703999994,46,46,1
75,75,0,1,1,0,1,259.343420000001,46,46,1
76,76,3,25,0,0,3,437.07137759999927,46,46,1
77,77,3,21,0,0,3,322.172921200002,46,46,1
78,78,3,18,2,10,3,274.82040280000007,46,46,1
79,79,3,33,0,0,4,216.56867199999994,46,46,1
80,80,3,25,0,0,7,589.5701679999999,46,46,1
81,81,0,0,1,0,9,803.8344980000003,45,46,1
82,82,3,27,0,0,7,566.7771147999998,46,46,1
83,83,1,26,2,13,8,582.9975252,46,46,1
84,84,0,16,0,0,16,346.0367192,46,46,1
85,85,1,1,1,0,3,860.3901508,46,46,1
86,86,0,2,0,0,2,486.29661519999974,45,46,1
87,87,4,1,1,0,1,379.5556239999996,46,46,1
88,88,3,25,0,0,4,331.10456080000006,46,46,1
89,89,4,1,1,0,2,502.0495963999999,46,46,1
90,90,4,1,1,0,2,710.5805656000006,46,46,1
91,91,3,25,0,0,3,514.5722175999996,46,46,1
92,92,3,33,0,0,33,570.467398,46,46,1
93,93,3,25,0,0,3,374.21935840000003,46,46,1
94,94,1,1,1,0,9,264.29182,46,46,1
95,95,3,20,0,0,4,212.3173292,46,46,1
96,96,3,20,0,0,1,282.53506960000004,46,46,1
97,97,3,25,0,0,1,501.65466960000197,46,46,1
98,98,3,21,0,0,3,216.68659960000005,46,46,1
99,99,3,20,0,0,1,261.303876,46,46,1
100,100,4,1,1,0,1,439.9017512,46,46,1
101,101,3,33,0,0,6,330.0744039999999,46,46,1
102,102,3,27,0,0,2,317.994748,46,46,1
103,103,0,6,1,0,25,350.9990192,45,46,1
104,104,3,23,0,0,3,258.4729464,46,46,1
105,105,0,3,1,0,3,279.9223144,46,46,1
106,106,0,0,1,0,9,593.0229279999998,45,46,1
107,107,3,23,0,0,1,549.5644668,46,46,1
108,108,1,1,0,0,1,259.84537680000005,45,46,1
109,109,0,1,1,0,2,286.1845423999998,44,46,1
110,110,12,19,0,0,1,469.543946,46,45,1
111,111,0,6,1,0,34,268.12377200000003,45,46,1
112,112,3,20,0,0,10,362.2510136000001,46,46,1
113,113,1,4,0,0,4,613.2626624000002,45,46,1
114,114,3,33,0,0,11,1304.5893928,46,46,1
115,115,1,3,0,0,3,281.98184960000003,45,46,1
116,116,3,2,1,0,1,396.60347360000003,46,46,1
117,117,3,33,0,0,2,682.5293648,46,46,1
118,118,4,13,0,0,13,575.2750187999999,46,46,1
119,119,2,1,1,0,7,482.5045840000001,46,46,1
120,120,1,1,0,0,1,627.6623952,46,46,1
121,121,3,29,0,0,3,660.6854592,46,46,1
122,122,2,18,2,10,1,664.5357036,46,46,1
123,123,3,33,0,0,3,304.014962,46,46,1
124,124,2,18,2,7,2,407.8161032,46,46,1
125,125,12,19,0,0,24,204.38843560000004,46,45,1
126,126,2,26,2,7,2,353.3464512000001,46,46,1
127,127,3,25,0,0,2,337.6287760000001,46,45,1
128,128,3,25,0,0,29,486.47397919999935,46,46,1
129,129,4,26,2,1,17,604.2489016,46,46,1
130,130,0,2,1,0,9,267.489932,46,46,1
131,131,3,21,0,0,9,628.9940707999999,46,46,1
132,132,1,25,0,0,25,460.780274,46,46,1
133,133,0,6,1,0,1,1380.8427912,44,46,1
134,134,1,26,2,12,7,677.8180432000001,46,46,1
135,135,3,25,0,0,2,195.69109439999997,46,46,1
136,136,3,2,1,0,4,391.906941599998,46,46,1
137,137,3,24,0,0,8,308.0506324,46,46,1
138,138,0,5,1,0,3,597.2113316,46,46,1
139,139,3,23,0,0,2,524.1629952,46,46,1
140,140,0,4,1,0,2,598.1037672,46,46,1
141,141,0,1,1,0,3,395.4235303999997,46,46,1
142,142,0,8,0,0,8,415.91213040000014,45,46,1
143,143,3,21,0,0,9,371.61472080000004,46,46,1
144,144,12,19,0,0,4,505.63757560000005,46,45,1
145,145,3,33,0,0,2,533.9705016,46,46,1
146,146,6,5,0,0,5,322.72886559999995,45,46,1
147,147,3,23,0,0,1,547.1462560000001,46,46,1
148,148,0,1,1,0,1,409.25414159999997,46,46,1
149,149,0,2,1,0,6,648.1837991999998,46,46,1
150,150,0,0,1,0,4,369.6841776,45,46,1
151,151,1,3,1,0,4,790.5840728000001,46,46,1
152,152,2,2,1,0,11,786.8568155999998,46,46,1
153,153,12,19,0,0,1,381.0994136000001,46,45,1
154,154,0,8,1,0,8,605.8419527999998,46,46,1
155,155,3,25,0,0,1,511.15871119999986,46,46,1
156,156,3,14,0,0,14,354.149315199999,46,46,1
157,157,3,33,0,0,5,351.4903007999999,46,46,1
158,158,3,1,0,0,1,657.885888,46,46,1
159,159,0,9,1,0,8,644.0571672,46,46,1
160,160,0,4,1,0,9,399.63456319999995,46,46,1
161,161,3,21,0,0,2,335.8681464,46,46,1
162,162,3,29,0,0,2,318.34992080000006,46,46,1
163,163,2,2,1,0,2,444.7706432,46,46,1
164,164,3,23,0,0,2,450.84638879999795,46,46,1
165,165,1,11,2,16,9,320.363641600003,46,46,1
166,166,1,33,2,1,11,368.87970120000307,46,46,1
167,167,1,33,2,3,13,777.7540391999997,46,46,1
168,168,3,33,0,0,1,332.180198400002,46,46,1
169,169,0,2,1,0,2,272.2855432,46,46,1
170,170,4,3,0,0,3,379.387211599999,46,46,1
171,171,5,2,1,0,18,490.87838880000004,46,46,1
172,172,3,33,0,0,2,338.1389616,46,46,1
173,173,3,25,0,0,4,491.38957519999985,46,46,1
174,174,4,20,0,0,20,248.47962479999998,46,46,1
175,175,5,8,0,0,8,552.8676628,45,46,1
176,176,3,21,0,0,3,714.3286727999995,46,46,1
177,177,3,21,0,0,21,629.6972439999994,46,46,1
178,178,3,27,0,0,6,318.0209912,46,46,1
179,179,3,25,0,0,2,363.57429360000003,46,46,1
180,180,3,14,0,0,14,381.3091367999997,46,46,1
181,181,3,24,0,0,10,398.48798000000005,46,46,1
182,182,1,1,0,0,1,408.8789528,45,46,1
183,183,2,3,1,0,34,469.3139287999998,46,46,1
184,184,3,33,0,0,2,480.24733519999995,46,46,1
185,185,6,11,0,0,3,711.8749891999998,46,46,1
186,186,0,3,1,0,7,577.2241879999997,46,46,1
187,187,3,1,1,0,4,367.87851199999994,46,46,1
188,188,3,25,0,0,4,448.9114532,46,46,1
189,189,0,2,1,0,2,417.2490880000021,45,46,1
190,190,0,5,1,0,10,584.5419263999999,45,46,1
191,191,3,25,0,0,11,388.1474919999999,46,46,1
192,192,3,25,0,0,4,764.7658792000003,46,46,1
193,193,3,33,0,0,13,330.75617120000004,46,46,1
194,194,2,17,0,0,17,338.42474560000005,45,46,1
195,195,0,1,0,0,1,248.9914783999994,46,46,1
196,196,3,25,0,0,4,450.3676727999997,46,46,1
197,197,0,3,1,0,3,388.77955280000003,46,46,1
198,198,3,21,0,0,3,386.85089999999997,46,46,1
199,199,3,33,0,0,2,521.3297304,46,46,1
200,200,0,8,1,0,14,653.5913440000002,46,46,1
201,201,3,26,0,0,9,336.3411355999999,46,46,1
202,202,2,4,1,0,7,332.327482799998,46,46,1
203,203,3,26,0,0,7,360.8478363999991,46,46,1
204,204,3,7,0,0,2,500.13745679999994,46,46,1
205,205,3,21,0,0,9,330.75027759999944,46,46,1
206,206,3,33,2,41,14,482.54494959999994,46,46,1
207,207,0,5,1,0,9,454.8356888000001,46,46,1
