,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,2,1,0,-1,364.8744439999996,34,36,1
1,1,0,6,0,0,-1,85.58952799999997,36,35,1
2,2,0,6,0,0,1,207.85159280000002,36,35,1
3,3,3,0,0,0,-1,237.7470456,36,35,1
4,4,3,14,0,0,8,170.0318056,36,33,1
5,5,2,0,1,0,4,216.6373936,35,36,1
6,6,1,1,1,0,-1,348.08268799999996,34,36,1
7,7,0,1,1,0,1,146.7011004,33,36,1
8,8,1,0,1,0,-1,227.411228,34,36,1
9,9,2,1,1,0,-1,211.92573839999997,35,36,1
10,10,0,2,1,0,4,291.7130172,34,36,1
11,11,2,1,1,0,-1,369.7209848000001,35,36,1
12,12,2,3,1,0,3,260.3546727999997,35,36,1
13,13,3,27,0,0,0,362.8577763999999,36,35,1
14,14,3,27,0,0,21,283.36984799999965,36,35,1
15,15,1,1,1,0,14,284.9973711999994,34,36,1
16,16,0,1,1,0,3,289.6004951999994,33,36,1
17,17,2,0,1,0,0,270.2411868,35,36,1
18,18,2,2,1,0,25,316.4715304,35,36,1
19,19,1,1,1,0,-1,490.77447239999987,34,36,1
20,20,0,1,1,0,3,245.4857872,33,36,1
21,21,0,2,1,0,3,204.14729840000194,34,36,1
22,22,0,2,1,0,0,197.02399319999998,34,36,1
23,23,2,2,1,0,1,208.45518639999966,35,36,1
24,24,1,0,0,0,0,211.1746936,34,35,1
25,25,0,1,1,0,1,171.9764712,33,36,1
26,26,3,20,0,0,-1,193.91422959999997,36,35,1
27,27,3,15,0,0,1,339.7707103999999,36,35,1
28,28,0,4,1,0,1,273.8052024,34,36,1
29,29,2,26,2,5,3,279.3559728000001,35,36,1
30,30,3,15,0,0,15,290.0448504,36,35,1
31,31,3,15,0,0,2,424.3389776000001,36,35,1
32,32,3,15,0,0,5,439.86511079999997,36,35,1
33,33,2,4,1,0,2,220.84909360000012,35,36,1
34,34,3,30,0,0,9,249.08171719999993,36,35,1
35,35,0,4,1,0,3,247.14477999999994,34,36,1
36,36,2,1,1,0,4,198.06688239999943,35,36,1
37,37,2,33,2,2,0,317.069008,35,36,1
38,38,2,1,1,0,2,250.16936439999904,35,36,1
39,39,3,27,0,0,8,228.03828480000004,36,35,1
40,40,0,1,1,0,3,430.7182991999999,35,36,1
41,41,0,0,1,0,3,203.54826400000002,33,36,1
42,42,0,4,1,0,3,309.95915799999995,34,36,1
43,43,3,27,0,0,0,347.3386488000001,36,35,1
44,44,2,1,1,0,7,409.6985523999999,35,36,1
45,45,0,2,1,0,1,391.54042639999994,33,36,1
46,46,2,1,1,0,1,169.19080000000002,35,36,1
47,47,0,4,1,0,0,492.0479904,34,36,1
48,48,0,0,1,0,13,265.423391199999,33,36,1
49,49,1,26,2,7,2,268.74671440000003,34,36,1
50,50,0,7,1,0,3,223.58344599999904,30,36,1
51,51,3,30,0,0,0,241.89158079999973,36,35,1
52,52,2,33,2,22,3,244.0127207999997,35,36,1
53,53,3,30,0,0,11,115.5575388,36,35,1
54,54,2,5,1,0,4,214.42062160000003,35,36,1
55,55,3,20,0,0,0,270.99228719999985,36,35,1
