,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status
0,0,3,20,0,0,5,803.2567584000003,60,58,1
1,1,2,1,1,0,1,246.56665119999985,59,60,1
2,2,0,0,1,0,1,418.4716208000003,57,60,1
3,3,1,0,1,0,2,528.2304687999999,58,60,1
4,4,1,2,0,0,2,433.72948400000007,58,59,1
5,5,2,0,1,0,0,512.8134783999999,59,60,1
6,6,2,4,1,0,1,582.5891432000001,59,60,1
7,7,3,6,0,0,1,394.4565352,60,59,1
8,8,2,20,1,0,2,493.53907120000014,59,60,1
9,9,0,2,1,0,2,468.82464880000003,58,60,1
10,10,0,2,1,0,4,596.8895743999999,58,60,1
11,11,1,1,1,0,4,756.3470384000002,58,60,1
12,12,0,1,1,0,0,608.6852255999996,57,60,1
13,13,0,1,1,0,4,886.3832620000002,57,60,1
14,14,2,1,1,0,3,577.5272079999994,59,60,1
15,15,0,3,1,0,3,596.5630911999996,57,60,1
16,16,2,1,1,0,15,504.1899183999996,59,60,1
17,17,2,2,1,0,2,621.1773224,59,60,1
18,18,1,1,1,0,0,604.2481232000005,58,60,1
19,19,2,33,2,22,9,1199.8138060000003,59,60,1
20,20,1,1,1,0,12,594.4576304000002,58,60,1
21,21,3,6,0,0,1,504.4673624000019,60,59,1
22,22,3,6,0,0,3,425.1646932,60,59,1
23,23,2,18,2,21,17,527.7327375999998,59,60,1
24,24,2,1,1,0,2,554.4622707999999,59,60,1
25,25,3,21,0,0,1,449.36409280000004,60,59,1
26,26,3,25,0,0,1,498.3782727999997,60,59,1
27,27,3,20,0,0,1,673.0481192000004,60,59,1
28,28,0,2,1,0,3,602.1889216000003,59,60,1
29,29,0,3,0,0,3,507.39748240000006,58,59,1
30,30,1,18,2,10,1,609.9871551999998,58,60,1
31,31,2,1,1,0,18,1069.1942272000001,59,60,1
32,32,3,20,0,0,1,1204.8399903999998,60,59,1
33,33,0,2,1,0,1,438.3368892000002,59,60,1
34,34,3,20,0,0,0,559.3004715999998,60,59,1
35,35,0,4,1,0,0,491.79556639999976,58,60,1
36,36,3,14,0,0,8,425.77579279999856,60,58,1
37,37,3,25,0,0,26,641.1101447999997,60,59,1
38,38,3,21,0,0,3,547.8118435999988,60,59,1
39,39,3,25,0,0,24,566.8982672,60,59,1
40,40,0,1,1,0,20,693.3397839999994,59,60,1
41,41,0,1,1,0,3,541.6284007999999,58,60,1
42,42,2,1,1,0,1,935.3147092,59,60,1
43,43,2,2,1,0,2,680.4404728,59,60,1
44,44,2,1,1,0,0,991.0599364000001,59,60,1
45,45,0,1,1,0,5,606.7116479999992,57,60,1
46,46,3,32,0,0,4,480.32906720000017,60,59,1
47,47,0,3,0,0,3,1032.7296344,58,59,1
48,48,0,4,1,0,9,528.2396984000002,58,60,1
49,49,2,1,1,0,3,560.24506,59,60,1
50,50,3,20,0,0,1,560.7527435999987,60,59,1
51,51,1,26,2,7,2,527.5543727999997,58,60,1
52,52,3,23,0,0,3,527.449955999999,60,58,1
53,53,1,2,1,0,7,326.2405059999999,59,60,1
54,54,3,32,0,0,4,442.4666348,60,59,1
55,55,1,2,1,0,12,764.4252735999999,59,60,1
56,56,0,5,1,0,2,661.7746632,55,58,1
57,57,0,7,1,0,3,423.03348960000005,58,60,1
58,58,0,4,1,0,1,858.4488211999999,59,60,1
59,59,3,32,0,0,1,572.4638828,60,59,1
60,60,1,18,2,16,4,636.9332503999999,59,60,1
61,61,2,18,2,16,3,400.0028576000001,59,60,1
62,62,3,24,0,0,9,536.2089575999996,60,58,1
63,63,0,3,1,0,3,564.3761956000001,59,60,1
64,64,2,4,1,0,2,476.92623600000013,59,60,1
65,65,0,0,1,0,1,733.7146136,59,60,1
66,66,0,4,1,0,9,449.0118111999984,57,60,1
67,67,0,5,1,0,7,321.51867599999997,56,59,1
68,68,0,3,1,0,9,493.4404367999986,57,60,1
69,69,2,5,1,0,9,1020.9801868000003,59,60,1
70,70,2,6,1,0,3,595.2006688000004,59,60,1
71,71,0,5,1,0,1,495.63508000000013,58,60,1
72,72,2,26,2,19,14,607.3212464000018,59,60,1
73,73,2,7,1,0,1,901.0371424000003,59,60,1
74,74,0,1,1,0,13,439.491311999999,59,60,1
75,75,0,3,1,0,0,444.1973516000021,59,60,1
76,76,0,3,1,0,6,719.255499999999,59,60,1
77,77,2,26,2,32,7,716.3153164000018,59,60,1
78,78,3,24,0,0,10,472.7941552000001,60,58,1
79,79,2,1,1,0,1,343.27984879999997,59,60,1
80,80,2,2,1,0,9,852.9439208000001,59,60,1
81,81,0,2,1,0,1,1523.0290048000006,59,60,1
82,82,0,14,0,0,14,753.2338276,57,58,1
83,83,0,4,1,0,4,877.8374307999999,58,60,1
84,84,3,21,0,0,3,546.7512736,60,59,1
85,85,3,18,0,0,11,1278.0701387999998,60,58,1
86,86,0,1,1,0,0,695.4332351999996,57,60,1
87,87,3,21,0,0,10,637.3841663999996,60,59,1
88,88,0,3,1,0,7,491.9552495999999,59,60,1
89,89,2,1,1,0,7,879.2977091999999,59,60,1
90,90,1,4,0,0,4,1032.2985120000005,58,59,1
91,91,1,3,1,0,1,668.7129871999998,58,60,1
92,92,3,14,0,0,14,931.864618,60,59,1
93,93,0,7,1,0,4,560.5848872,59,60,1
94,94,2,26,2,11,14,433.55389919999993,59,60,1
95,95,0,6,1,0,4,314.90383280000003,57,60,1
96,96,3,5,0,0,1,454.8676588000001,60,58,1
97,97,0,2,1,0,4,674.059260800003,57,59,1
98,98,1,26,2,2,17,420.627066,58,60,1
99,99,3,21,0,0,1,643.6602944,60,59,1
100,100,0,4,1,0,1,723.7229599999998,58,60,1
101,101,0,6,1,0,7,488.17155839999975,58,60,1
102,102,0,3,1,0,9,558.4566304000001,57,60,1
103,103,3,29,0,0,3,548.6041991999999,60,59,1
104,104,3,0,0,0,9,366.1014248,60,59,1
105,105,2,18,2,10,1,413.47657240000115,59,60,1
106,106,3,24,0,0,10,765.2141263999995,60,59,1
107,107,3,25,0,0,3,918.2107036000003,60,59,1
108,108,0,9,1,0,1,498.98386800000003,58,60,1
109,109,3,25,0,0,3,368.69583199999965,60,59,1
110,110,3,5,0,0,11,615.5721196000001,60,59,1
111,111,3,5,0,0,1,440.2317928,60,58,1
112,112,1,18,2,10,9,613.8826023999999,58,60,1
113,113,2,1,1,0,1,804.8174504000003,59,60,1
114,114,0,6,1,0,3,2094.5138272,58,60,1
115,115,0,12,0,0,12,429.4714135999999,58,59,1
116,116,3,14,0,0,14,542.4489456,60,57,1
117,117,0,8,1,0,8,1156.2482592000001,59,60,1
118,118,0,5,1,0,2,848.0796991999998,56,57,1
119,119,3,32,0,0,2,607.2670363999999,60,58,1
120,120,3,5,0,0,3,950.7401507999998,60,59,1
121,121,0,10,1,0,9,989.8682616,58,60,1
122,122,3,24,0,0,4,1342.1593692,60,59,1
123,123,0,5,1,0,1,418.77503000000013,56,59,1
124,124,3,18,0,0,1,732.2628975999999,60,59,1
125,125,3,29,0,0,4,364.86949560000005,60,59,1
126,126,3,25,0,0,2,494.54698800000006,60,59,1
127,127,2,2,1,0,3,538.3179768000001,59,60,1
128,128,1,7,1,0,10,744.9206823999995,58,60,1
129,129,3,24,0,0,1,799.7611308000002,60,59,1
130,130,1,18,2,6,10,476.88353520000015,58,60,1
131,131,2,3,1,0,8,1481.4110148,59,60,1
132,132,1,33,2,1,4,686.0311084,58,60,1
133,133,0,7,1,0,4,2009.5183296000002,58,60,1
134,134,0,11,1,0,4,990.9085376000003,58,60,1
135,135,0,0,1,0,3,509.92149999999987,58,60,1
136,136,0,5,1,0,9,592.643346799997,58,59,1
137,137,0,11,1,0,8,517.6349991999999,58,60,1
138,138,0,7,1,0,4,1078.3637236000002,59,60,1
139,139,0,7,1,0,7,659.6348416000001,58,60,1
140,140,1,1,1,0,15,767.4103264000001,58,60,1
141,141,2,4,1,0,1,560.7010911999994,59,60,1
142,142,3,14,0,0,8,649.4107800000002,60,59,1
143,143,1,33,2,3,4,606.7637452000001,59,60,1
144,144,0,8,1,0,12,1058.8484572,59,60,1
145,145,0,7,1,0,1,883.61605,58,60,1
146,146,1,7,1,0,11,436.76201919999994,59,60,1
147,147,1,26,2,19,0,790.7360832,57,60,1
148,148,0,9,1,0,9,670.6831731999998,57,60,1
149,149,3,15,0,0,35,1081.130324,60,59,1
150,150,1,11,2,16,9,489.31424960000004,59,60,1
151,151,0,1,0,0,1,939.636108,57,58,1
152,152,0,1,1,0,0,1015.4643331999998,56,58,1
153,153,1,26,2,3,8,754.0562072,58,59,1
154,154,2,26,2,21,8,838.7510200000002,59,60,1
155,155,3,29,0,0,4,832.335336,60,59,1
156,156,0,5,1,0,2,551.487392799999,53,57,1
157,157,3,25,0,0,1,449.2380475999998,60,59,1
158,158,4,2,0,0,2,976.6768279999999,57,58,1
159,159,3,18,0,0,4,926.4030856,60,59,1
160,160,0,0,1,0,3,692.7421951999999,58,60,1
161,161,0,14,0,0,14,579.5244712,58,59,1
162,162,1,9,1,0,1,429.5806120000002,58,60,1
163,163,1,26,2,1,24,831.018728,58,59,1
164,164,0,3,0,0,3,572.4128975999978,57,59,1
165,165,0,4,0,0,4,520.738257600003,58,59,1
166,166,2,1,1,0,7,561.594082800003,59,60,1
167,167,3,32,0,0,9,991.7986935999998,60,59,1
168,168,3,29,0,0,14,554.6709932000011,60,59,1
169,169,3,21,0,0,26,575.3494671999998,60,59,1
170,170,2,7,1,0,2,541.8395139999989,59,60,1
171,171,3,2,1,0,15,663.8281936000002,56,60,1
172,172,3,24,0,0,3,475.9605751999998,60,59,1
173,173,2,1,1,0,11,791.8420784,59,60,1
174,174,0,4,1,0,15,389.14984880000003,57,60,1
175,175,1,3,1,0,5,1025.7488875999998,58,60,1
176,176,0,10,0,0,10,863.3428999999996,58,59,1
177,177,3,18,0,0,4,834.3788583999997,60,59,1
178,178,3,0,0,0,0,732.0579559999999,60,58,1
179,179,3,15,0,0,4,547.1782816000001,60,59,1
180,180,2,26,2,5,8,527.2094303999994,59,60,1
181,181,2,9,1,0,2,749.8217112000002,59,60,1
182,182,2,9,1,0,3,538.3459991999999,59,60,1
183,183,0,11,0,0,11,723.736304,58,59,1
184,184,3,23,0,0,2,599.944572,60,59,1
185,185,3,25,0,0,4,968.2935155999999,60,59,1
186,186,2,12,1,0,9,804.0766359999999,59,60,1
187,187,1,1,0,0,1,633.6510711999998,58,59,1
188,188,3,27,0,0,6,786.4549387999999,60,59,1
189,189,2,10,1,0,1,561.7846240000022,59,60,1
190,190,0,13,0,0,13,900.3971864000001,58,59,1
191,191,0,12,1,0,8,806.2551552000001,57,60,1
192,192,3,18,0,0,10,1151.2870712000006,60,59,1
193,193,3,32,0,0,9,440.1516176,60,57,1
194,194,1,33,2,1,11,513.5389472,59,60,1
195,195,0,22,0,0,22,445.2502487999994,57,59,1
