,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,3,0,0,0,0,41,40,1
1,1,2,1,1,0,0,40,41,1
2,2,3,20,0,0,1,41,40,1
3,3,3,20,0,0,0,41,40,1
4,4,1,0,1,0,0,39,41,1
5,5,2,0,1,0,3,40,41,1
6,6,2,1,1,0,25,40,41,1
7,7,3,20,0,0,0,41,40,1
8,8,2,1,1,0,1,40,41,1
9,9,0,1,1,0,3,38,41,1
10,10,3,33,0,0,0,41,40,1
11,11,2,1,1,0,0,40,41,1
12,12,2,2,1,0,1,40,41,1
13,13,3,33,0,0,2,41,40,1
14,14,3,20,0,0,0,41,40,1
15,15,0,2,1,0,1,39,41,1
16,16,2,2,1,0,0,40,41,1
17,17,0,2,1,0,1,39,41,1
18,18,3,20,0,0,1,41,40,1
19,19,0,2,1,0,4,39,41,1
20,20,0,2,1,0,3,39,41,1
21,21,2,1,1,0,0,40,41,1
22,22,1,0,1,0,21,39,41,1
23,23,2,18,2,10,1,40,41,1
24,24,1,1,1,0,4,39,41,1
25,25,2,1,1,0,3,40,41,1
26,26,1,2,1,0,3,39,41,1
27,27,0,2,1,0,4,39,41,1
28,28,3,33,0,0,2,41,40,1
29,29,0,4,1,0,0,39,41,1
30,30,0,1,1,0,1,38,41,1
31,31,3,33,0,0,2,41,40,1
32,32,0,4,1,0,5,39,41,1
33,33,0,4,1,0,14,39,41,1
34,34,3,15,0,0,3,41,40,1
35,35,1,18,2,16,4,40,41,1
36,36,0,4,1,0,1,39,41,1
37,37,2,2,1,0,1,40,41,1
38,38,2,1,1,0,2,40,41,1
39,39,3,15,0,0,23,41,40,1
40,40,2,1,1,0,1,40,41,1
41,41,3,20,0,0,2,41,40,1
42,42,2,1,1,0,4,40,41,1
43,43,1,1,1,0,3,39,41,1
44,44,0,3,1,0,3,38,41,1
45,45,3,25,0,0,4,41,40,1
46,46,2,1,1,0,6,40,41,1
47,47,0,0,1,0,3,40,41,1
48,48,0,4,1,0,26,39,41,1
49,49,2,4,1,0,3,40,41,1
50,50,3,33,0,0,0,41,40,1
51,51,3,20,0,0,15,41,40,1
52,52,3,25,0,0,1,41,40,1
53,53,3,30,0,0,24,41,40,1
54,54,0,1,1,0,33,39,41,1
55,55,2,0,1,0,3,40,41,1
56,56,3,21,0,0,3,41,39,1
57,57,0,3,1,0,3,38,41,1
58,58,0,4,1,0,21,38,41,1
59,59,3,20,0,0,1,41,40,1
60,60,0,4,1,0,1,38,41,1
61,61,1,1,1,0,0,39,41,1
62,62,1,1,1,0,0,39,41,1
63,63,3,20,0,0,0,41,40,1
64,64,0,1,1,0,1,39,41,1
65,65,0,4,0,0,4,39,40,1
66,66,0,5,1,0,0,38,41,1
67,67,0,1,1,0,2,38,41,1
68,68,2,18,2,6,1,40,41,1
69,69,0,6,1,0,4,38,41,1
70,70,0,1,1,0,9,39,41,1
71,71,3,20,0,0,2,41,40,1
72,72,3,20,0,0,3,41,40,1
73,73,3,27,0,0,0,41,40,1
74,74,3,29,0,0,2,41,40,1
75,75,2,1,1,0,3,40,41,1
76,76,0,11,1,0,2,38,41,1
77,77,1,18,2,10,9,39,41,1
78,78,3,30,0,0,4,41,40,1
79,79,3,30,0,0,0,41,40,1
80,80,3,33,0,0,3,41,40,1
81,81,2,5,1,0,5,40,41,1
82,82,3,23,0,0,2,41,40,1
83,83,3,0,0,0,34,41,40,1
84,84,3,30,0,0,4,41,39,1
85,85,3,24,0,0,9,41,40,1
86,86,3,24,0,0,8,41,40,1
87,87,1,5,0,0,5,39,40,1
88,88,3,14,0,0,8,41,38,1
89,89,2,1,1,0,4,40,41,1
90,90,3,27,0,0,1,41,40,1
91,91,3,15,0,0,1,41,40,1
92,92,2,3,1,0,3,40,41,1
93,93,0,4,0,0,4,38,40,1
94,94,3,21,0,0,4,41,40,1
95,95,0,1,1,0,2,37,41,1
96,96,0,4,1,0,2,39,41,1
97,97,1,16,1,0,16,24,41,1
98,98,3,29,0,0,13,41,40,1
99,99,3,29,0,0,4,41,40,1
100,100,0,3,1,0,3,38,41,1
101,101,3,33,0,0,1,41,40,1
102,102,0,2,1,0,11,38,41,1
103,103,0,6,1,0,13,39,41,1
104,104,2,1,1,0,13,40,41,1
105,105,0,3,1,0,0,40,41,1
106,106,0,8,0,0,8,38,39,1
107,107,3,15,0,0,9,41,40,1
108,108,3,21,0,0,11,41,40,1
109,109,2,2,1,0,0,40,41,1
110,110,3,18,0,0,1,41,40,1
111,111,1,3,0,0,3,39,40,1
112,112,2,7,1,0,13,40,41,1
113,113,0,3,1,0,11,39,41,1
114,114,0,7,1,0,1,39,41,1
115,115,3,33,0,0,4,41,40,1
116,116,0,2,1,0,1,38,41,1
117,117,1,3,0,0,3,39,40,1
118,118,3,21,0,0,9,41,39,1
119,119,2,0,1,0,10,40,41,1
120,120,1,2,1,0,2,39,41,1
121,121,3,21,0,0,3,41,39,1
122,122,3,21,0,0,8,41,40,1
123,123,3,30,0,0,10,41,40,1
124,124,2,18,2,16,3,40,41,1
125,125,0,5,1,0,28,39,41,1
126,126,3,23,0,0,1,41,39,1
127,127,2,2,1,0,5,40,41,1
128,128,3,21,0,0,3,41,40,1
129,129,2,18,2,4,1,40,41,1
130,130,2,1,1,0,4,40,41,1
131,131,4,15,0,0,15,38,39,1
132,132,1,16,1,0,16,30,41,1
133,133,3,34,0,0,3,41,40,1
134,134,0,7,1,0,25,39,41,1
135,135,0,0,1,0,1,40,41,1
136,136,0,1,1,0,4,38,41,1
137,137,3,30,0,0,4,41,40,1
138,138,3,33,0,0,2,41,39,1
139,139,2,1,1,0,20,40,41,1
140,140,2,2,1,0,9,40,41,1
141,141,2,2,1,0,4,40,41,1
142,142,1,0,1,0,9,39,41,1
143,143,2,2,1,0,26,40,41,1
144,144,2,1,1,0,2,39,41,1
145,145,2,1,1,0,3,40,41,1
146,146,1,2,1,0,18,39,41,1
147,147,0,1,1,0,21,39,41,1
148,148,3,21,0,0,14,41,40,1
149,149,2,2,1,0,14,40,41,1
150,150,2,26,2,2,3,40,41,1
151,151,0,11,0,0,11,39,40,1
152,152,3,0,0,0,9,41,40,1
153,153,0,7,1,0,21,39,41,1
154,154,2,18,2,19,3,40,41,1
155,155,2,15,2,0,1,40,41,1
156,156,1,11,2,16,9,40,41,1
157,157,3,14,0,0,14,41,38,1
158,158,3,0,0,0,3,41,40,1
159,159,1,3,0,0,3,39,40,1
160,160,3,21,0,0,10,41,40,1
161,161,1,1,0,0,1,34,35,1
162,162,1,1,0,0,1,38,39,1
163,163,3,17,0,0,17,41,38,1
164,164,3,21,0,0,3,41,40,1
165,165,0,14,0,0,14,38,40,1
166,166,3,21,0,0,0,41,39,1
167,167,0,3,1,0,7,39,41,1
168,168,3,29,0,0,10,41,40,1
169,169,1,4,0,0,4,39,40,1
170,170,3,15,0,0,1,41,39,1
171,171,3,15,0,0,6,41,40,1
172,172,2,4,1,0,4,40,41,1
173,173,0,3,1,0,9,38,41,1
174,174,2,4,0,0,4,36,40,1
175,175,0,3,0,0,3,38,40,1
176,176,3,23,0,0,1,41,40,1
177,177,0,15,1,0,10,39,41,1
178,178,2,4,1,0,15,40,41,1
179,179,1,2,0,0,2,39,40,1
180,180,3,21,0,0,35,41,39,1
181,181,2,2,1,0,1,40,41,1
182,182,0,7,0,0,7,38,39,1
183,183,1,4,1,0,0,39,41,1
184,184,2,26,2,14,3,40,41,1
185,185,2,18,2,1,2,40,41,1
186,186,1,6,1,0,9,39,41,1
187,187,0,3,1,0,14,40,41,1
188,188,2,2,1,0,15,40,41,1
189,189,3,14,0,0,8,41,38,1
190,190,1,1,0,0,1,37,38,1
191,191,1,1,0,0,1,37,38,1
192,192,0,9,1,0,1,39,41,1
193,193,0,11,1,0,4,39,41,1
194,194,3,21,0,0,9,41,39,1
195,195,0,1,1,0,0,39,41,1
196,196,0,15,1,0,18,39,41,1
197,197,2,3,1,0,36,40,41,1
198,198,0,8,1,0,17,40,41,1
199,199,3,14,0,0,8,41,38,1
200,200,2,2,1,0,2,40,41,1
201,201,1,1,1,0,3,39,41,1
202,202,2,26,2,16,8,40,41,1
203,203,1,33,2,1,11,40,41,1
204,204,3,23,0,0,4,41,40,1
205,205,3,24,0,0,10,41,39,1
206,206,2,18,2,15,3,40,41,1
207,207,0,23,1,0,4,39,40,1
208,208,0,15,1,0,9,39,41,1
209,209,1,26,2,12,8,36,40,1
210,210,1,33,2,3,4,39,41,1
211,211,3,21,0,0,14,41,40,1
212,212,0,15,1,0,2,39,41,1
213,213,2,0,1,0,26,40,41,1
214,214,3,27,0,0,3,41,40,1
215,215,0,3,1,0,0,38,41,1
216,216,2,26,2,1,3,40,41,1
217,217,2,3,1,0,14,40,41,1
218,218,0,9,1,0,22,39,41,1
219,219,0,3,1,0,18,38,41,1
220,220,3,14,0,0,8,41,40,1
221,221,2,4,1,0,26,40,41,1
222,222,3,24,0,0,5,41,40,1
223,223,3,18,0,0,11,41,39,1
224,224,2,4,1,0,4,40,41,1
225,225,4,15,0,0,15,38,39,1
226,226,0,15,1,0,9,39,40,1
227,227,2,26,2,19,2,40,41,1
228,228,2,4,1,0,1,40,41,1
229,229,0,8,0,0,8,38,39,1
230,230,3,24,0,0,0,41,40,1
231,231,0,15,1,0,4,39,41,1
232,232,3,29,0,0,24,41,40,1
233,233,0,9,0,0,9,39,40,1
234,234,3,14,0,0,14,41,38,1
235,235,3,21,0,0,9,41,40,1
236,236,1,21,0,0,21,39,40,1
237,237,3,34,0,0,34,41,39,1
238,238,0,10,0,0,10,39,40,1
239,239,3,15,0,0,10,41,40,1
240,240,3,15,0,0,10,41,40,1
241,241,0,13,0,0,13,39,40,1
242,242,1,2,0,0,2,33,34,1
243,243,4,4,0,0,4,38,39,1
244,244,0,4,1,0,6,39,40,1
245,245,0,8,1,0,14,38,41,1
246,246,1,33,2,3,13,40,41,1
247,247,0,4,1,0,1,39,41,1
248,248,0,9,1,0,9,39,41,1
249,249,3,14,0,0,8,41,40,1
250,250,1,3,0,0,3,39,40,1
251,251,0,14,0,0,14,38,39,1
252,252,0,1,0,0,1,39,40,1
253,253,3,30,0,0,9,41,40,1
254,254,2,9,1,0,21,40,41,1
255,255,2,4,1,0,4,40,41,1
256,256,0,15,0,0,15,38,40,1
257,257,2,3,1,0,24,40,41,1
258,258,3,23,0,0,13,41,40,1
259,259,2,33,2,2,4,37,41,1
260,260,2,2,1,0,1,40,41,1
261,261,3,27,0,0,9,41,40,1
262,262,3,0,0,0,13,41,39,1
263,263,0,36,0,0,36,39,40,1
264,264,1,1,0,0,1,34,35,1
265,265,0,35,0,0,35,38,39,1
266,266,4,7,0,0,7,38,39,1
267,267,2,33,2,1,4,40,41,1
268,268,3,15,0,0,15,41,40,1
269,269,0,6,1,0,12,39,40,1
270,270,1,1,0,0,1,39,40,1
271,271,2,8,1,0,14,40,41,1
272,272,3,15,0,0,15,41,39,1
273,273,2,0,1,0,3,40,41,1
274,274,0,3,1,0,10,38,41,1
275,275,1,26,2,10,14,39,40,1
276,276,1,6,1,0,0,39,41,1
277,277,4,26,0,0,26,34,38,1
278,278,2,7,1,0,29,40,41,1
279,279,2,33,2,10,4,40,41,1
280,280,1,1,0,0,1,34,35,1
281,281,0,10,1,0,13,39,41,1
282,282,2,17,0,0,17,36,40,1
283,283,1,26,2,12,14,39,40,1
284,284,1,26,2,11,3,39,41,1
285,285,2,7,1,0,21,40,41,1
286,286,3,18,0,0,26,41,40,1
287,287,2,9,1,0,14,40,41,1
288,288,0,13,1,0,1,39,41,1
289,289,1,6,0,0,6,39,40,1
290,290,3,0,0,0,0,41,39,1
291,291,2,7,1,0,11,40,41,1
292,292,0,15,1,0,7,39,41,1
293,293,0,15,1,0,2,39,41,1
294,294,3,24,0,0,9,41,40,1
295,295,0,14,0,0,14,34,39,1
296,296,3,30,0,0,15,41,40,1
297,297,1,26,2,1,35,39,40,1
298,298,3,29,0,0,6,41,40,1
299,299,3,14,0,0,14,41,40,1
300,300,4,36,0,0,36,38,39,1
301,301,3,21,0,0,9,41,40,1
302,302,1,2,0,0,2,34,35,1
303,303,2,4,1,0,4,40,41,1
304,304,2,9,1,0,14,40,41,1
305,305,3,30,0,0,1,41,40,1
306,306,1,12,1,0,8,39,41,1
307,307,2,33,2,3,15,40,41,1
308,308,0,3,1,0,3,38,41,1
309,309,3,30,0,0,4,41,39,1
310,310,0,33,1,0,11,37,40,1
311,311,0,4,1,0,4,36,40,1
312,312,0,4,1,0,35,40,41,1
313,313,0,12,0,0,12,35,39,1
314,314,2,26,2,32,8,37,41,1
315,315,0,3,1,0,3,38,41,1
316,316,0,17,0,0,17,38,39,1
317,317,1,16,1,0,16,20,41,1
318,318,2,7,1,0,13,40,41,1
319,319,0,3,1,0,26,39,41,1
320,320,3,15,0,0,2,41,40,1
321,321,1,1,0,0,1,38,39,1
322,322,3,24,0,0,1,41,40,1
323,323,3,15,0,0,15,41,40,1
324,324,1,3,0,0,3,39,40,1
325,325,3,18,0,0,17,41,40,1
326,326,2,18,2,1,2,40,41,1
327,327,2,7,1,0,21,40,41,1
328,328,2,33,2,30,3,40,41,1
329,329,0,15,1,0,3,39,41,1
330,330,3,18,0,0,17,41,40,1
331,331,2,4,1,0,29,36,41,1
332,332,0,14,0,0,14,39,40,1
333,333,2,26,2,6,3,36,41,1
334,334,1,18,2,16,1,39,40,1
335,335,0,4,1,0,15,33,41,1
336,336,0,8,0,0,8,35,39,1
337,337,2,26,2,2,9,40,41,1
338,338,0,1,1,0,4,36,41,1
339,339,0,23,1,0,9,35,36,1
340,340,3,17,0,0,17,41,39,1
341,341,2,4,1,0,9,40,41,1
342,342,0,15,1,0,35,39,41,1
343,343,0,23,1,0,7,33,35,1
344,344,1,18,2,7,2,39,41,1
345,345,1,3,0,0,3,39,40,1
346,346,4,4,0,0,4,38,39,1
347,347,0,11,1,0,7,34,37,1
348,348,0,3,1,0,17,39,41,1
349,349,3,34,0,0,14,41,40,1
350,350,0,11,1,0,15,36,41,1
351,351,2,4,1,0,1,40,41,1
352,352,0,17,0,0,17,39,40,1
353,353,3,34,0,0,17,41,40,1
354,354,0,7,1,0,0,37,41,1
355,355,3,24,0,0,3,41,40,1
356,356,0,9,0,0,9,38,40,1
357,357,2,7,1,0,0,40,41,1
358,358,0,22,0,0,22,38,40,1
359,359,3,23,0,0,6,41,40,1
360,360,3,27,0,0,28,41,40,1
361,361,0,3,1,0,9,38,41,1
362,362,3,23,0,0,1,41,38,1
363,363,2,4,1,0,20,40,41,1
364,364,3,22,0,0,3,41,39,1
365,365,3,15,0,0,31,41,40,1
366,366,2,4,1,0,20,40,41,1
367,367,3,0,0,0,10,41,40,1
368,368,0,30,1,0,16,36,37,1
369,369,2,4,1,0,18,40,41,1
370,370,1,2,0,0,2,39,40,1
371,371,0,8,0,0,8,38,39,1
372,372,2,5,1,0,4,40,41,1
373,373,4,9,0,0,9,38,39,1
374,374,2,26,2,34,2,40,41,1
375,375,1,12,1,0,8,37,41,1
376,376,1,3,1,0,8,39,41,1
377,377,1,17,0,0,17,39,40,1
378,378,2,6,1,0,15,40,41,1
379,379,1,26,2,1,17,39,40,1
380,380,2,18,2,33,8,40,41,1
381,381,3,24,0,0,14,41,40,1
382,382,1,1,0,0,1,35,36,1
383,383,3,22,0,0,26,41,40,1
384,384,0,2,1,0,7,38,40,1
